text	label
i personally believe that abortion be murder of a defenseless , innocent , unborn infant in the womb and should not be legal unless the mother ' s life be endanger or possibly in the case of rape and incest . i believe it be the most barbaric act one human be can perpetrate on another . boy - howdy ! you have speak the truth and speak it well . welcome to you from the conservative south .	1
take the same poll in detroit and i wonder what the result would be . not the best school system there although the mayor have a nice car i hear emoticonxclown	1
family can multiply a lot fast than you think . i be not sure of the correct time , but there be nothing that say it could not have happen in that time period . the incestually conceive son go out and find other people and marry whom they please . they could have marry a woman who have child , and have even more child . then they could have return . that area that be so populated be nothing when sodom and gomorrah be destroy , and any people live around it leave . why else would lot ' s daughter commit incest to bring forth child ? except , of course , the evidence be totally against that . plus , there be the little matter of infant mortality . and lack of resource . but hey , do not let common sense and evidence stop you .	1
just because people have all sort of view on the subject do not mean that there be not a right answer . well it all depend on who be go to determine `` right `` , be not it ? abortion be not math . there be no finite answer . just a myriad of opinion which inevitable lead to either abortion be right or abortion be wrong . no different now then when roe v wade become law or any other time in history . i do like aristotle ' s take ; he teach that a fetus originally have a vegetable soul but he do not say what kind of vegetable .	0
sure they would . their belief do not confirm or deny the validity of the resurrection . it show traditionally the die for him , but there be only hearsay evidence that be the case . if belief be all that be necessary i have a friend who need some help get some money out of nigeria . interested in make some quick tax free money ? originally post by easyrider would they have die for a lie , if christ be not resurrect ? not likely . like i say , i doubt that very much .	0
very interesting , cuz i be bear in liberal democratic boston mass to a sunni moslem mother and a shiite moslem father and yet here i be a right wing , bear again conservative republican christian . and have be a right wing think and conservative even before i accept jesus as my savior . weird huh ? i guess your little geographical generalization forget to take into account the individual free will that each of us posse . be there many liberal democrat leave wing think bear again christian ? weird huh ?	1
anyone who do not like insurance premium be free not to pay them which be why 50 million american be uninsured , include 9 million child . with 27,000 from that group die every year , as a result of `` freedom `` , and unpaid hospital bill the lead cause of bankruptcy and homelessness . also for the other 50 million who be underinsured .	1
of course , we also need to note that the rise and fall of abortion rate be not necessarily link to who be president at the time . clinton give access to b / c which be know to prevent pregnancy . bush have reduce access to b / c ( include e / c ) . a primary reason for aborting be money - american have be less well off under bush .	0
no just the word i use . i be curious about the intelligible , never be a big fan of alice in wonderland . well uh i be a fan . & you remind me of humpty dumpty .	1
obviously , you can not please everyone ! that be just a story of one person . why do not you cite the statement of million of iraqi who praise our help in remove their totalitarian leader ? actually the kid be on a panel , all pretty much say the same thing . why do not you cite them ?	0
i agree . it ' s just too bad sometimes with young adult they do not think about what might happen , they just respond with natural urge . and this result sometimes be someone become `` with child `` even though it be not what they set out to do ! so should we force them to have the child and put it up for adoption ? if so consider there be lot of child wait to be take in and most of them be not infant . i do not think we have any business force anyone to do something they do not want to do . the father be supply his dna when he engage in sexual relation . after than point he have in effect sign a blank check . it ' s like the old saw , if you do not want to do the time , do not do the crime . father to be should not be engage in sex unless they intend to pony up with the montly check . i come from a bit of a bias on this subject because this be my area of endeavor for some 20 + year .	0
what be suppose to take thousnds / million of year for population of animal to evolve have just take a swift punch to the gut by david reznick . well , yes . eleven year be quite swift , but it actually support the theory of evolution through natural selection . the estimate of the speed of evolution that you seem to be depend on be do by george gaylord simpson way back in the 1 9 4 0 s or 1 9 5 0 s . since then , we have observe fruit fly , as well as other specimen , to evolve quite rapidly , show significant evolution in only a decade or so . more recently , however , scientist have be able to observe evolution in natural setting and have find that it can sometimes be quite rapid when environmental change be rapid . besides the study that reznick do on guppy , there be also the study of the galapagos finch by the grant , and study of anole lizard in the bahamas . these be observable phenotypical change , not speciation event .	0
his method appear to be good , i . e . use observation and experimental data , as well as repeatability . not sure how you can tell that since very little be mention about his method .	0
certainly , because with calm empathy you can casually address such a matter simply because the struggle do not pertain to you personally . to be able to put into question the love of another human be be simply not only alarm in nature , but damn to the very definition of love , equality , and freedom in creation of man . and to trump this as a question of morality only serve as a mask to curtail the prejudice objection one personally have to a ceremony , right , and relationship that person will not even be personally affect by . it be bad then that they just do not get it . once you put some civil right on the ballot nothing be off limit . freedom of speech , religion , assembly ect . they be all up to be vote out of existence for an unpopular minority by the majority . they just do not get it .	0
who say anything about rape ? peter tatchell , a british gay activist advocate the age of consent be change to 14 year old . you see all the straight people know that whatever ther gay get , they will want more . and you just prove it . do he say it should only be lower for gay relationship ? probably not . be there straight people who would advocate for change the age of consent ? yes . there be different argument for and against lower the age of consent which have nothing to do with gay equality right .	0
ah , another proponent of nastiness . say hello to your hitler - love brother in pinson , alabama , mike vanderboegh . never hear of him . however , look like those ever - love proponent of free speech up in canada show anne coulter that ' free - speech ' be only what liberal make it to be . 	1
i be use to read non sequiturs from you , but how on earth you imagine this follow in any way from the post you quote eludes me completely . be north korea a bastion of peace and good - living ? nope . be it religious ? nope . therefore obstacle to ' peace ' do not necessarily have to be tie in with religiosity . hope that ' s spell out enough for you . try to keep up .	1
so of you pro - choice people confuse the heck out of me . you go on and on about a woman ' s choice when it come to her body and how everyone else should stay the heck out of her business but then when people want to own weapon for personal defense / usuage . people that have not commit crime and have be physiologically examine . you go : no ! that ' s wrong ! you can not have your choice ! i be be affect by it ! ( even when its obvious no you be not be effect by their choice to bear arm ) and you lot call pro - lifer hypocritical for be pro - death penalty . pfft . ah ? `` scratch head `` i just wake up , what ? womens choice , her body , death penalty ? ah ok gotch ya . emoticonxfrazzled	1
no it ' s not . a embryo do not have a developed brain or in the early stage a brain at all . therefore its mental existance be the same as a plant . a fetus be not a embryo . learn your term . i be under the impression that he be reference the video . since he always interchange the word embryo and fetus i just roll with it . secondly , an embryo do have instruction for a brain . while a plant do not . i guess the answer hear depend on the ever evolve definition of `` mental existence `` .	1
i have to disagree with 1 and 3 . if god exists , and he want his existence proven , he could prove it . likewise , if he want to have an impact , he could . i will agree with 1 and 3 if you add `` as thing stand now `` , or word to that effect . we can not prove the existence of god for , by definition , he dwell in a reality outside our own . similarly , i can not prove the existence of a fly shoe in hyperspace , nor can i disprove it , but i can prove that the fly shoe do not exist in our world because it exist , by definition , in hyperspace . i can make up anything i want and say it exist in another universe . a round square , a colorless green idea that sleep furiously , you name it .	0
definitely . it never occur to me , me a person who wonder why god do not just stop rape , that because he can not exist in all world that he ' s not omnipotent . i like see your argument . would you consider yourself philosophical ? would you consider yourself philosophical ? no , i do not think philosophy be useful . everything they claim that can not be support by science be simple word game , like the ontological argument . lolzor be the first person i have discuss philosophy with ever , and i be not impressed with philosophy ' s lack of demonstrative capability .	0
creationism start with a conclusion , and find data to support it . accord to the scientific method , one be suppose to look at data , and draw a conclusion from it . therefore , creationism be not science , and need not take any scientific consideration . the end . be say that ever since the first time i hear about creationsism .	0
um , that would be murder , which be against the law and do harm the person be murder . a union between 2 mutually loving people do not even begin to compare to that . how about small cute animal ? whare be the line of what religion allow , and law forbids ? we know it be not where harm come to another person , or poligamy would be legal	1
and when the president speak in public we could hand out gun to the audience so that they could respond to any assassination attempt . emoticonxgood when the president be in public , there be plenty of people around him . with gun .	0
we do not choose defeat we choose to give up . choose defeat would be surrender . ah , so just not accomplish our goal and go home be not defeat , there have to be paperwork for it to be a defeat . gotcha .	1
rovdak , be you forget that ivf and cloning technology be abortive technology ? so much b . where should i start ? eugenics be about manipulate genome of population . since when be most abortion perform for the purpose of lower or raise the frequency of certain allele or trait in population ? if a woman want to maximize her life , liberty , and happiness , and she feel that she can best do so by abort a pregnancy , your intended prevention of that action ' fly in the face of the declaration of independence ' . ( not that the declaration have any legal standing . ) whether an embryo or fetus be human be irrelevant . no thing , human or not , have the right to subsist completely on a human without the latter ' s consent . ' abortive technology ' ? you sound like falwell , insist that clone destroys life when it do nothing of the sort . please explain your laughable statement .	1
it get bad . i go to a presentation of creation science once and this 80 year old `` archaeologist `` tell me that before the flood , the atmospheric pressure of the planet be double what it be now and that the oxygen content be high . oh never mind that such a condition would be toxic . not to mention that no ice core support such magical idea .	0
yeah , i have be absent more often than not lately thanks to life . but i will tell you i be pretty awesome . wink really ? damn ! i wan na be awesome too . be you sell awesomeness or do i have to develop it on my own ? if it ' s a lot of work , i might just settle on be mediocre .	1
 mrsa have be around a long time , and as a practice navy physician i have see outbreak in millitary population for year . a 2005 study by the navy environmental health center that do not make any headline show that community acquire mrsa be present in 3 - 5 % of navy recruit . there have be significant outbreak in the seal train school in san diego , as well as the marine recruit training depot , but this have not make the news . mrsa have also be a problem for year in hospital and nursing home . now that someone have find a community outbreak in a gay population , it ' s `` big `` news . bullsh ! t . this just go to prove that these nasty gay be maliciously infiltrate the military far more than we suspect ( anyone would think they want to defend the country or something ) . but no , they just want to infect them with nasty squiggly crawly thing . eeeew ! look the seal must be a bunch of rave deviant . quick , club the lot of them before this thing spread . emoticonxrolleyes er . . . * put down burn cross and slinks into shadow *	1
well i have to say that i beleive if we ban all air gun that violence , murder , carjacking , rape , and all violent crime would drop . i think that the bad guy will be happy if any gun control law go into effect , because then there will be less chance of the victum have a weapon for their defense , and the crime rate will rise ! 	0
he be declare war on an unclean people whom he command the jew to wipe out in a time of war . and if god be so against kill the unborn , why do he fail to make an exception for the pregnant woman ? if you allege that the biblical god be totally against kill the unborn , why do he tell him to kill all of the non - virgin woman ? i bet you will not answer the question and just rely on insult as an attempt to cover up your argumentative failure as you always do . see my signature for example .	0
karl , thanks for offer to teach me . i do have many question . the sun be shrink . if one do the math backwards on it , the earth can not be as old as evolutionist claim it to be , can it ? it would burn up . the short answer be that it be not . see the detail here : phil plait	0
no , honey , it ' s about woman shop at home depot more than the grocery store , it ' s about woman actually know how to fix their car , hook / real and clean a fish , it ' s about woman who do not wear make - up and do wear `` sencible shoe `` . it ' s all about the michigan womens ' music festival ! tong * * * * ! i go to home depot , have a basic understanding of car maintenance , love to fish , always wear sensible shoe and will frequently go without make - up . i never know i be a x . man if i can not get my stereotype right , i guess i will just have to give up my crush on the cute dude guitar player i saw last night . tong 	1
miller continue ; his mistake here , be that evolution be not any of those social moral thing because it should not be . yet he clearly show , from lewontin ' s word , that it be . so lewontin be the person who determine the opinion of the general public or something ?	0
you be so right - on in what you say ! in a sunday school at a church i formerly attend , an elder of the church remark that his `` faith be strengthen `` by the `` evidence `` afford by recent archaeological discovery in the middle east . in a tone i now rather regret , i blurt out two thing . how weak be your faith before ? and . if the `` evidence `` have go ' the other way , ' would your faith then have be weaken ? his answer for the second question be a simple ' no , ' which suggest to me that the sense of the term ' evidence ' he be employ be not the same sense you ' d expect a scientist to use . his response to the first be problematic , and interesting . `` my faith , `` he say , have always be - - then he use the most interesting word - - `` complete . `` but he have take sufficient offence already , it seem , that i press no further . i wish sometimes that i ' d ask : if your faith be `` always complete , `` do the archaeological evidence make it `` more complete `` ? and , if so , do your sense of ' complete ' match that word ' s usual application ? i do not quite grasp the notion of there be `` scientific evidence `` for a proposition within the realm of faith . i do not mean to suggest that my claim that scientific and religious proposition reside in different discourse disposes of all worry or complaint . activity in one realm may be felt in the other . but , re : evolution , i think this . give convince evidence that , say , the earth be billion of year old , not thousand - - a mound of evidence more than high enough for my need - - my worry be not that the ' biblical account ' of creation be wrong , erroneous , falsify . but rather be the quite different worry of wonder what , now , that account ' s meaning be , what it affirm . scientific discovery , evidence , and discourse thus do not `` disprove the bible . `` rather , they serve to displace interpretation of biblical text , and give us cause - - i call it : opportunity - - to find new , rich meaning in scripture . i be often embarrass by the smallness and brittleness of certain christian ' interpretation . emphasize the ' literal , ' as some do - - a very problematic term in itself - - some christian see in , for example , the genesis `` tree of the knowledge of good and evil `` nothing more than a tree . a biological tree . pear tree . peach tree . apple tree . tree of the knowledge of good and evil . albeit a special specie , nonetheless a specie . and , for them , there you go - - eve chowed down on the fruit of a proscribed specie , and that ' s your story . lose , in the insistence upon and closing of that interpretation , be the richness of metaphor the story offer . metaphor , again and again , be variously deliberately denigrate or unconsciously eclipse , in the reading of certain christian . science be not the only victim of such cheesily ' literal ' interpretation . christian faith - - at least , the possibility of a rich faith robustly aware of its own weight in metaphor , parable , legend and myth , and the transformative power that arise from those aspect of scripture - - be equally victim . i feel more sadness about such a limited believer ' s faith than i do about that person ' s science . master_shake , for your poignantly apt remark - - `` what they have be not faith at all `` - - thanks . bless you ! brad you can have reason faith , but it need not rely on ' empirical ' evidence . there be very many form of evidence .	0
i do not care what the definition be . i can not even get you kooks to answer if information exists or not , even by your own defintion . oh yes i forget to answer the key question : where do information come from . its a simple answer . from a local decrease in the degree of disorder . ie a reversal of local entropy . see adami for a development in mathematical and biological term .	0
sinjin be quite content to register all firearm as have every dictator in history prior to confiscation . his compliment to the current system in kalifornia be nothing short of complete advocacy of registration and confiscation of privately own firearm . what he do not want you to know be the depth of lawlesness and infringement be already in effect and be only work to punish innocent people and have nothing to do with crime control . it be all about ultimate disarmament and loss of second amendment right . there be a word for these people , now what be that ? i will not hold my breath await a retraction of this piece of balderdash you have compose . guess we will chalk it up to puffery .	1
my point here be that it could be argue very reasonably as to whether or not a fertilized egg , a zygote , an embryo , fetus , etc . , be a someone . all of these example be scientifically recognize as human life with a unique genetic code .	0
that ' s why we hold the trial before the execution , not after . wow , the system work . almost execute be not the same thing as execute . and again , while i know it do happen from time to time , how many case can you provide as example where someone be sentence to death , and later exhonerated from all charge ? i bet not too many . ~ ' we have execute too many innocent people in this country ! ' * ' who ? ' ~ ' well , we almost execute them . ' lol , i love it . happy so let me get this straight , you would violate a woman civil right to save a fertilized egg , but have no problem kill real people ? wow .	1
because it be not germane to the topic under discussion and be nothing more than an attempt to hijack the forum into a discussion that be already present in another thread . if after chloe answer my question , which be first , she want to have that discussion in the appropriate forum , i will be more than happy to oblige her . why be i not surprised chester , that chloe directly give an in depth answer to you be perceive as not be germane to the topic . since you never directly answer any proposition forward as you derail every thread by just serve up your off topic tripe . emoticonxgood	1
the legalization of same - sex marriage ( or marriage - like civil union or domestic partnership ) would severely damage the public institution of marriage . it would send a false message that same - sex union be equivalent to marriage , that same - sex relation and marriage contribute equally to society and provide equal potential for individual and social integrity , stability and happiness . it would convey the false message that whatever private sexual relationship adult choose deserve the same legal treatment as traditional marriage . legalize same - sex marriage would create enormous conflict and confusion in the law and among legal system . do you have any evidence of this that doean ' t come from a biased christian website ? so here be where you be say nanny , nannie , poo , poo my straight realtionship be good than your gay relationship . how ? some big claim , can you provide some substance to them , in other word can you back this up with some data ? that do not come from some christian baised study .	0
lately , i ' d argue that the court do not know the law . how else can you explain some of the more recent controversial decision . emoticonxrolleyes you mean the conservative tilting supremes donot know the law ? you want to tell them that ? emoticonxchicken emoticonxchicken emoticonxchicken emoticonxchicken emoticonxchicken	1
be you argue with me ? how dare you come to my thread and spout off . how inconsiderate . do you know who you be talk to ? have you no propriety ? if you need to be remind , when you read one of my thread you be expect to read it , learn from it , and , above all , shut up ! i avert your gaze . i submit myself to your mercy . henceforth i shall only respond to your web posting . i shall not respond to post you make on the web . wait . 	1
the 10 commandment be a real time story , tell and record by the person with whom it happen to . moses . genesis , be a history lesson , tell by a man who have no understanding of modern science , or the language to describe it in that fashion . moses . no , genesis be not a history lesson . it be a combination of ' just so ' story , and a religious message in allegory format . if you bother to learn understand some of the hebrew pun behind many of the word , and also see the political commentary of event that be happen during the time it be write , that would be obvious .	0
crocodile and human live side - by - side in african village - telegraphhere be some comment make by the creation science organization answersingenesis : what you quote be what answer in genesis say . please do not be dishonest and tell others that i say this as i do not .	0
we all hope that mass will be reclaim back to normal life , away from this wicked glbt activism . we barely win back our california from this sodomite hell by vote yes on prop 8 . san francisco be a modern sodom and gomorrah where the abomination take place . hey , maybe some choose by god religious fundamentalist will offer up his own daughter to be gang - raped , and then later have sex with those same daughter and child by them . you know , the way lot do in the bible . the one peter call `` a righteous man `` .	1
so , when we believe the gospel , the holy spirit baptize us into christ ' s body , and our sin be forgive through his shed blood . well , consider how ambiguous and contradictory the christian scripture be , i guess this interpetation make as much sense as any of the others .	1
apparently gay marriage be more threatening than unmarried gay couple be . the point about legalize gay household be certainly puzzle unless one contend that cohabitation be illegal ( which it be not ) . but just in case i be wrong , perhaps the authority should be notify of all the heterosexual unmarried couple and they should be haul off to jail . oh cc , apparently , 10 % of the population have the power to destroy the other 90 % somehow . we can not be in the military because we have the power to undermine thing , we can not get married cause we will destroy marriage for everyone , we can not possibly have commit relationship because it would make britney look bad ( although , i have her beat by 4 year and counting , still happy and go ) we have the power . we be gay , ten percent take out the other 90 % or so they say ( ask jaaman for more info )	1
it ' s more than likely the trinity that ' s reference in genesis 1:26 , etc . that ' s the father , son , and holy spirit for those of you who live in yorba linda . you be the spiritual dwarf who ' s confuse . perhaps you should humble yourself and get some godly wisdompartly right . the dinosaur be long dead before the flood . your late reach , however - that the bible stole the flood account from another culture be another one of your unfounded liberal myth . it ' s more probable that the other culture ( s ) steal it from the descendant of noah in the first place . as for xcaliber ' s tourette syndrome rant about have to go to australia to pick up koala bear , god do not need to do that . it ' s biblically - base in act 8:39 that he can just `` translate `` the animal from australia to the middle east . that ' s assume the flood involve australia in the first place . strange , i think it be suppose to be a global flood that wipe out all of man except the chosen few . that would be ' involve australia ' one assumes .	1
the key question be , really , whether gun make violent event more lethal . no , the question be why you let violent individual remain free in public .	0
. and jennings be on record say he find the guy inspiring . emoticonxfrazzledtalk about a fast and loose accusation . what do he actually say ? cause harry hay be well know for his gay right work . if jennings do find something about the guy inspiring , it be probably his gay right work . if i say that i think martin luther king jr be inspire , would you automatically associate my praise with extramarital affair ? this be just stupid !	1
how many of them also have add citric acid in large quantity ? why would anyone want to use aspartame ? drink tea or coffee without sweetener or sugar . you get use to it . if you be too fat then eat less .	0
ignorance be believe a union between a mad emperor and a castrated catamite equate to a marriage . idiocy be persistently claim it . that make you and ignorant idiot . glad to educate youemoticonxgood oh look , gansao the blowhard be still live in his world of ignorance and denial . like his daddy ezridden . you could not educate a rock ya stupid bastard . emoticonxbye	1
