of course i know that i could be wrong but i would have to be prove wrong through rational arguement , not just claim . have you ever stop to think that perhaps you could be wrong ? either way , we already discuss this issue of whether people can have opinion about abortion law . perhaps you be have a ' senior moment ' and do not remember our discussion . i really do not feel like repeat this whole discussion all over again for your benefit . indeed , you do seem to repeat your question quite often . if you do not like someone ' s answer , do not just repeat the question - address their answer . if you do not remember our discussion , it start pretty much around post 861 . unless you have something new to say that we do not already discuss , then i think we pretty much cover it and leave it at a disagreement .	0
so you be one of the many people you get question 1 right emoticonxidea thank you . thank you . you be the many reason why the us be still stand on its foundation and not collapse into senseless ignorance . thank you ! happy 	1
what ' s `` cumulative selection ? `` do you mean a series of mutation with small but beneficial influence that occur over the period of thousand or million of year ? just how do you propose to observe such mutation ? in fact , we can observe such mutation by compare the genome of related specie .	0
have you ever burn a flag ? have you ever urinate on a pow flag ? i think you say you never do , so i do not see how i be lambast you for something you have never do . but do you honestly believe it be ok for any person to urinate on a pow flag just because they think they have a good reason to do it ? you say it ' s their judgment call , right ? do you see it as disrespectful or sad like i do ? just because you can , do not mean you should .	0
this an example of what i be say you choose to ignore the moral command from the ot to burn witch whereas in the middle age that moral command be follow this passage also mention that you must pay tax as well , be you rebel against god if you complain about the redistribution of wealth through taxation if it set by the govern authority ? i also believe that passage can cause all sort of problem , for example a fascist regime be a govern authority should you submit to a government that be morally unjust ? bad in general , and no i do not think the same . as i say i have start to modify my socialist principle , i have a great sympathy for the anarchist way of thinking . where the state be a way to oppress the mass .	0
so in your own word the police want to go on murder spree , because they be arm . accord to you the military be just wait for the first convenient excuse to open fire on anyone , be them designate enemy or just innocent bystander .	1
i just do not see that be a huge factor . it might help some , but if my goal be to improve foreign relation reign in spending would not be the first approach i would take . can you expand on your reasoning ? the start of that chain be belligerence , not out of control spending . seem to me that if you want to control spending you should work on foreign relation . that way you get into few war , and when you must fight you have others help and share the cost .	0
base on what ? you admit there be 800,000 abortion perform in 1973 but yet if you dare to check the fertility rate between 1972 to 1973 it be nearly static ; mean there be just as many people give birth before and after roe . surely , 800,000 potential birth be abort would have cut the fertility rate sharpely but it do not . you do not have to be a rocket - scientist to speculate what this mean ; that just as many woman be have abortion between 1972 - 1973 and roe v wade only change who be perform these abortion . not whether people be have them or not .	0
oh come on . if those word be hateful , then you need to ' investigate ' probably million of people , because those be pretty normal sentiment . canada must have a lot of tax dollar . i do not entirely agree with what he say either , but i think it ' s downright scary that your govt . investigate something like that .	1
all of the point above should be consider if you want to produce a solid argument that a series of event actually occur in the past . if you wish others to take this seriously please produce some relevant evidence from a source that hold to a high level of credibility . by your standard i should make a thread base on the national enquirer or star about kerry ' s life as a male gigolo or golddigger .	0
this be why i be tempt to say the us deserve to fail . this be not a game . do not any of you # # # # # # understand that the time for ' us vs them ' be long go ? ' your ' guy be not a god , and ' their ' guy be not the devil . the whole divisive nature of the us be absolutely incredible . i be sure i be not alone when i look on in dumbfounded disbelief at some of the post on here . you be nation be crumble , and rather than try to figure out the best way to save it , some be not - so - secretly hop the government fail so they can say ' i tell you so ! ' others seem to think as long as they insult the ' other team ' enough , everthing will be a - ok . un - believable . 	0
only in your mind could lie about me be tell the truth smiley . and if you have any concept of what truth be , you would not be an anti - christian atheist my spiritually blind friend . emoticonxangel	1
if a square be opposite to a circle ( and it be not , by the way ) , then gas / liquid / solid must be opposite therefore you contain opposite ( by your own argument ) , in that you contain element that be in these ' opposite ' state . it ' s an argument i raise before , you say they be not opposite , now you cite non - opposite ! why do you keep refute previous argument they you have make ?	0
do you believe the average individual actually have any personal control over provide basic essential and security ? most individual exist from proceeds of a ' job ' or government program and would be lose without one or the other , of which they generally have no actual influence . i find it difficult to accept that the average , individual us citizen have the brain power to be concern about anything but what ' s on tv . voter apathy of 25 % or less participation in municipal election be a strong indication of individual need to be manipulate as govern power see fit .	0
so much b . where should i start ? eugenics be about manipulate genome of population . since when be most abortion perform for the purpose of lower or raise the frequency of certain allele or trait in population ? if a woman want to maximize her life , liberty , and happiness , and she feel that she can best do so by abort a pregnancy , your intended prevention of that action ' fly in the face of the declaration of independence ' . ( not that the declaration have any legal standing . ) whether an embryo or fetus be human be irrelevant . no thing , human or not , have the right to subsist completely on a human without the latter ' s consent . ' abortive technology ' ? you sound like falwell , insist that clone destroys life when it do nothing of the sort . please explain your laughable statement .	1
if they have not be discover yet , how the bloody hell do you know ? ten percent more brain and you ' d be pondlife . emoticonxkill	1
wow , your sex life be base on relativity ? i assume you be quick , but not that bad .	1
look who ' s talk . besides , it ' s a free country . it ' s not `` politically correct treborville `` that we be play here .	1
that ' s probably be save for the next round of national election fodder . maybe something on the order of occupy all the me , make it a christian democracy while we use their oil for their own good ? with every family own their own home , two car and a boat . wait , they have use that promise and it fail . not to worry , i be sure they will come up with something that ' ll keep the sheep head towards the cliff .	1
steve ? do yourself a favor and stop fantasizing about my opinion , ' mmkay ? i do not believe you be like that . this junk you do where you refuse to address what i do say and make up strawman argument get you nowhere . i understand you be get angry , but you be make yourself angry over a position i do not have . let me repeat that . hopefully it will sink in ? you be make yourself angry over a position i do not have . with that say , i return you to your delusion . 	1
no , back to school . turn in what educational credntials you feel you have , and just stay at the coffeehouse . at least you have a . 005 % of hear someone ineject some truth in one of those sidewalk tete a ' tete ' s you nutter be so fond of . but here you be dead wrong . have you ever hear of an egg ? ever heard of a sperm ? an egg be still consider a multiple cell organism , and a sperm as well . you be gon na have a hard time pull that one off .	1
a lot of work have be do on that topic . i would recommend read debate design from darwin to dna it be a monster of a book , but it be definitely worth the read .	0
so what ? jefferson be a prime example in opposite and double standard . he believe in freedom but own slave . write the declaration of independence yet only believe in freedom for white men not woman or people of color . this stance be very consistent with his double standard . he be also an adulterous , womanizer who have sex with his slave woman and produce child who would remain slave . so there again be his double standard he enslave his own child .	0
well memory be not something that be immaterial be it . its always implement in the form of material process well know to biochemistry . metabolism , ion flow , neuron activity and interconnection , along with potentiation of those connection into network . free - will of course be what we call the experience of our choice be not wholly determine by external state alone . by no mean do that exclude the fact that our internal state ( of which we be largely ignorant ) also play a role . the autonomy arise from the operation of the brain and those internal state . again a purely materialist explanation . and there be no evidence of anything other than material process in the experience of free - will . in other word neither memory nor free - will require a non - materialist viewpoint .	0
your daddy plug your hole ? be that why you be so sour . i guess you eat too many bean recently , and that make you full the holy spirit . 	1
why ? would you rather get stab to death for twenty minute than get hit in the head with a bullet ? a desire to have suffer extend - hmm . 	1
so what ? that mean in a firefight with police , the criminal will run out of ammunition in a matter of second and be ripe for the picking .	0
if i be to become upset merely because you tell me the idea be wrong , you might have a point . but i do not ; never have , so far as i recall . an idea can not be stupid , or simple - mind . an idea can be right or wrong , or perhaps partly both . when you describe an idea as stupid , you be say it be wrong and one would have to be stupid to think that . when you describe an idea as simple minded you be say it be wrong and one would have to be simple - mind to think that .	0
appear i hit a nerve ? i do not know why you put in the ' personal baggage ' line . but ok . as for you not use the word ' hatred ' . i admit you do not , i do . if you say you do not then i will take your word for it but your post on these forum seem to make me think otherwise .	0
it be pretty bizzare . there be plenty of group out there that will reach whatever `` conclusion `` you pay them to reach . why he do not cite one of them instead of an easily checkable source that say the opposite of what he say they do be beyond me .	0
no i should not be fight against abiogenesis , i be for unrestricted freedom to explore it all !	0
oh yeah , i go to see the new movie a couple of week ago , it ' s probably the most interesting film i have see in a long time . i actually buy the book because of the movie and i be go to read it sometime in the near future . look forward to it !	0
and what would make them separate specie ? how about wolf and dog , separate specie ? how about great dane and chihuahua ? they can not interbreed under any circumstance ( even artificially - the fetus be not viable ) .	0
dude , check my result . i be shock . i answer honestly . wow . you be def right , i aint no liberal . o . o	1
give an answer to a conumdum do not necessarily solve it .	0
a bit over the top here eh ? quicksand ? . butcher baby ? wow . very sensational . i have a question for ya ez ? do you own any slave ? do you have a beard or long hair ? have you stone any non - virgin bride lately . see as though you be so adherant to the bible . i figure you at best have smite a neighbor or two this week ?	1
i be try to become a go in to college for pre - med and i be shock at the big decline in competion for such course . not only have obamas healhcare program overestimate the capability of our current amount of healthcare provider , but it be also deter many from seek such career . by try to help everyone in the short term , he be do more damage to everyone in the long term .	0
and you tell people not to call you a gay basher ? lolemoticonxrolleyes emoticonxrolleyes emoticonxcensored i know very well what faux mean - that be the reason it be bash to call someone ' s marriage that .	1
i guess that you do not look at my last link . there be recall every year that effect million of car , and those company be not be bully by the government . the point be every car company have recall , and the government be target toyota . ford , gm , buick all have recall . why be they not target ? so , the government be the almighty paternalistic big brother punish those bad and irresponsible company who only care about themselves and wreck endless destruction to society and the environment . no , toyota be commit to fix faulty accelerator only because of accusation for cause accident .	0
so what you be say be simply that the gene do not actively control the body . what be wrong with assume that gene therefore do not control the body be the fact that the gene be the blueprint for the body . the gene decide the arrangement of cell , the number of finger , etc . the body , the cell , and the organelle within the cell be therefore strongly influence by the dna sequence .	0
and what if it be one to me ? then your refute be equally refute . the support for us not know lie in you and other ' s inability to provide anything beyond speculation as support for the assertion that an unborn child be not a person . your own inability be my support .	0
incorrect - i think olsen be very specific in cite those he feel have overstep the mark in this instance . he be not rule out the possibility of a link at all - he ( rightly imo ) be target certain worker and publication .	0
well nobody have turn up the ark have they , termite could assure that if properly use . after 40 day and more they would be ravenous .	1
good u not lie in 1 yr . good progress . but till what time ? . life can show any moment at any time . no one know about it . not lie be good but sometimes your truth can kill or hurt someone dear . 	0
this statement be not logical . it do not follow that if the person who create the law have to therefore follow them or can not change them . or even that they apply to him . if a teacher say `` no talk in the classroom `` it do not apply to the teacher now do it .	0
wow ! your such a guy ! i bet you watch lingere womens football too dont you . womens basketball be on a much high level then men . i bet you couldnt even tell me what a shot clock , three point shot , foul shot , or even what layup be . maybe if your tried watching woman basketball you would see how it be on a high skill level and how some wnba team could beat mba team .	1
what the heck do you have for breakfast today , huh ? a bowl of nail and terpentine to wash it down ? talk about a foul mood . you have be to half a dozen thread just this morning launch personal attack at everybody you come across , and most of them have something to do with ' i be glad there be not more people in the world like you , ' or ' i hope you be the only one the terrorist kill so we can get back to make this nation great , ' blah blah blah . they invent thing like midol for mood like yours . just because someone do not agree with you do not make them stupid , or misguide , or immoral , or dishonest , or any of the other snipe you have be fire off . lol , and you be tell me to not throw any hissy fit .	1
originally post by easyrider would they have die for a lie , if christ be not resurrect ? not likely . like i say , i doubt that very much .	0
i be a little surprised - i have find that pot smoker be usually the least pushy . usually they be lay back enough to just offer , unless they forget to offer . i have only ever be pressure to drink by one person , and that ' s all the peer pressure i have receive . i be not sure if it ' s the people i hang with , who almost all use something but be very laid back , or if it ' s that i ' d be hard to ressure so that people do not try . what ' s your experience be ?	0
even then , your statement do nothing . they be not `` get themselves pregnant `` . a doctor be do a medical procedure , that may or may not result in a pregnancy ( ya know , those little sperm thingies ? ) emoticonxangel	1
sigh - - do not care - - and toss around bible verse and insult people when debater disagree with you be ? darling , all you do be alienate them .	0
well , if burglar want to steal gun then it make sense that they would be likely to target the home of gun owner . and the source be from the recently publish book evaluate gun policy which you can read and review . the source be list at the bottom .	0
the aussie be ban publication and film of woman with small breast . if you think that mens mag like nut be pornographic you be a little sad . dont mix with other men much . mother tell you sex be dirty ? oh dear the porn expert be insinuate that i must be get my rock off . see above happy graphic depiction of rape be freely available in video and so be not ' rare ' . expert on slasher film with ' teenage trollop get kill . see above happy 	1
yeah ! its a benefit to be able to do a thing like that . i be amaze that we have come so far in technology and science , but i think there be a line of what we can offer people . its not like they be gon na choose whether they want to have an egg or a bagel for breakfast .	0
' they give both side of the isle a chance to talk . ' oh yeah , us liberal be free to talk on fox . we just be not allow to defend ourselves when our statement be take out of context , correct you when you misquote or misread soemthing for the benefit of your stance on a topic , or have the last word . other than that , we may speak . 	1
i believe you mean pro - choice , do not you . a pro - life mod might agree with you .	0
i just bet you think you be smart just now ? i will go you several . how about : 1 . murder 2 . steal 3 . adultery 4 . rape almost every culture since the dawn of civilization have put to death those who have trespass those basic . but i guess you do not get that on the recovery channel huh ? your idiocy be profound only as your ignorance .	1
that ' s fair enough , but i just think it ' s important to at least acknowledge and realize that the unborn baby do have worth and importance , and not just a piece of tissue as it ' s so often callously view .	0
oh cc , apparently , 10 % of the population have the power to destroy the other 90 % somehow . we can not be in the military because we have the power to undermine thing , we can not get married cause we will destroy marriage for everyone , we can not possibly have commit relationship because it would make britney look bad ( although , i have her beat by 4 year and counting , still happy and go ) we have the power . we be gay , ten percent take out the other 90 % or so they say ( ask jaaman for more info )	1
coveting be the basis for capitalism . without covet , there be no motivation !	1
a more precise term would be `` broaden , `` since nothing about the definition pertain to the people currently cover by it would be affect , `` dilute `` or alter in any way anyone have yet demonstrate . nothing about the definition that pertain to people who already be , or can be marry change one iota . their right , benefit , and protection remain exactly the same . the only `` change `` would be to other people , people who have no connection to , nor impact on , the marriage of anyone else : the gay who will marry if the legal definition be broaden to encompass them . and the only `` change `` in that regard will be the fact that they be encompass by it , nothing more . no substantive aspect of the definition as it currently stand change in the slightest . the change be not in the definition itself . it ' s in who it apply to .	0
it ' s as much of a point that phillp johnson have . try to use philip johnson as a source about evolution be like try to use jack chick as a source about catholism .	1
well it depend he could always be a sperm donor or make some lesbian couple happy happy 	1
why not invite a bunch of famous people ? de niro be an incredibly interesting guy ; my brother use to work on many film with him as a lighting specialist . he be one of the few folk that actually get to know him . scorsese , on the other hand , i be sure , like you say , have ton of story and anecdote , all of which i ' d love to hear ! i have get my fair share of intellectual , spiritually magnificent people : ghandi , nietzsche and morello be all fantastic people .	0
my life be a gift from my parent , no more , no le . when i look in the mirror , i do not see an embryo . if someone give you something , they have every right to take it away if they feel you be not suit to handle it , or if they have second thought . i would think this be ok if the baby be stop in an early stage , but once its in its third trimester , you have no right to kill it .	0
let me explain this to you . you want to stop abortion for someone else . you want to take a woman right to choose away . where as jito support a woman right to choose do not impose upon your life in any way . you want to stop me from be able to marry this do not effect your life in any way yet have a devastationg effect on my life . the left support right while your side want to limit the right of others . you want to stop me from be able to marry because you have a religious belief against it even though i may have a religious belief that support it . therefore you be impose your religious and moral view on me when i do not share those belief .	0
hey , archangel , i notice you do not respond to the point i make - no argument , huh ? to quote jyoshu : ' well since you do not address my point , i will assume you be do ! a simple ' ok , i concede that . and move on back to the issue . ' * * * jyoshu well , everyone , look like our ez / s clone have finally realize his argument be wrong .	1
so ? there be other article and book that do . be your link the ultimate authority on the cause of crime ?	0
he live in arizona , a republican state . that explain everything .	1
you know , this little phrase , `` minute before birth , `` keep pop up in reference to abortion . could someone please explain to me the point of have an abortion `` minute before birth `` ? what be the point ? how many , if any , of this sort of abortion be perform ? could i get a really honest answer to that ? please , no lie . how many ? can anyone tell me ?	0
and i do not . do you note how i explicitly put [ jesus say ] for the first two quote from the bible , but not for the third one ? any idea why ? come on , think . you can do it !	1
what country be you from ? in america the people have never have the ability to decide law . the legislature write it , the executive approve it , and the judiciary interprets it . the people have no direct say what so ever .	1
 lol ! aye , lad , you be lucky that i be not in my berserker mood today !	1
i think a free society work well by say `` you have to have at least a certain variety to give your customer a choice in product `` . business should have the restriction , not private citizen .	0
because their axiom be that the bible be infallible , so any problem with read it be the reader ' s fault , whereas yours be that contradiction implies error . what ken ' s say be that we can not draw a distinction between your axiom and those of a bible literalist in term of which be ' right ' , because axiom be state not prove : axiom define what be ' right ' . to reiterate : his error be in forget that the universe operate accord to its own axiom , whatever they may be , and we can judge whether or not our axiom be congruent .	0
ez . that be not what i say . i would think a bible website would be good for biblical information , but for archaeological information ? not so much . if you want to provide archaeological evidence of the exodus , why do not you seek out information from an archaeology source ? please answer this . if i want to seek archaeological evidence to confirm something that happen to a people that be write about in their ancient writing , i would not seek a specialist in the ancient writing as a resource , i would seek an archaeology expert . do not that make sense ?	1
this be totally false . the law of logic be absolute do nothing to support a case for god . in fact , everything the bible tell us about god ' s nature indicate that god be illogical , unpredictable , unreliable and irreplicable . this be totally the opposite of logic	0
huh ? with a 26 `` barrel the . 50 be good out to 2100 yard . with the 29 or 36 that increase to 2500 , but the world record sniper shot be make with a . 50 bmg and it be 2657 ( 1.51 mile ) .	0
if that ' s the case i wish someone would unplug me . i be get tire of this version of reality .	1
ha , that be just an idiotic perspective . we ' d have no law ( and many important one ) if you can not make a bill that do not affect you . sorry civil right legislation !	1
i be one of those cruel heartless bastard that think the constitution do not apply to terrorist . break out the cattle prod and `` let ' t party `` emoticonxrolleyes	1
so , be i look for attention or be i mentally ill ?	1
you contradict yourself . if the earth be then much as it be today , then there be not enough water on earth to cover it in any fashion . i have do the math . do you have any idea of how high the himalaya , the alp , the andes , and the rockies be ? besides , the bible talk about a flood that last a year , not a series of tsunami .	0
 woo hoo . so the main stream entertainment industry who bring us such great talent as brittney spear do not consider this film the cat meow ? wee ha - all the more reason to see it .	1
so would not that cover almost all of africa ? there be so many people die in the city street of hunger in our own country , yet we elect a president who want to address a problem in iraq rather than our own country ? if we truly tried to help all those less fortunate than ourselves , we would be help africa a lot more than we be now ( their average life expectancy be like 30 ) . yes iraq be terrible , but guess what , other country might think our country be terrible . that be not our concern and at least we could wait until we fix all of our own problem first . we have poor hungry starve people on the street of the us and we go to another country to solve their problem ?	0
ephesian do indeed talk of salvation through faith create in christ jesus unto good work ( 2:10 ) . i must admit that im not totally sure what this mean , that faith lead to good work ? id dispute that . whilst most of roman do talk of salvation through faith , romans 2 : 6 say however god will render to every man accord to his deed . in the end , the point be moot . i dont really care if the bible do say that man be justify by faith alone ( and it doesnt conclusively ) , my point be that i be unwilling to worship a creature that justify only by faith anyway .	0
explain that one to the thread starter . he claim he be the victim of age discrimination when he state `` i be a person 15 year of age and i want my gun , yet i can not get one . why not ? ``	1
i think more than this be the principle of human dignity . that human have inherent dignity and value at every stage of life . this be transcendent of whether they be conscious or unconscious and it be why we treat 24 week premie who have no real conscious existence and a 30 year old automobile accident victim in a coma on a respirator and you and me the same . so strongly do human recognize this inherent dignity that even in death a person be dignify with a funeral ceremony recognize their life have inherent meaning and value . we build memorial to those who be victimize in life .	0
toe be a mechanistic theory - - it say life be like a machine . machine be not intelligent , they just do what they be make / program to do . darwinists say lifeforms do what they do because of the way their particular gene program them . this be basic stuff . yet you come along and say this be not so . so which be it ? be life intelligent or not ? if it be intelligent , what be illogical about believe life be design intelligently by an intelligent designer ? the intelligence have to come from somewhere . where do the information in the dna code come from ?	0
fend not really . they take it out because it be a blatant pro - christian argument . and those two thread only serve to prove my point . the only iders be fundamentalist christian or muslim . there be no science in id . only godiddit . explain to me how the same process that date geological area that be use by evolution and the big fossil fuel corporation be wrong . explain to me how its correct when the fossil fuel industry use it to find fossil fuel but when scientist use it to support evolution , it ' s false . that make no sense whatsoever . explain to me why something tried and true need to be reformatted . or be all these product science bring us fake ? the delusion of creation .	1
