text	label
fine . thank you . what im hearing be that you believe attila should act in accordance with the prevail moral consensus . how do you define the moral consensus ? in attilas case , would that be among the hun ? among the hun rule elite ? or should attila act in accordance with a wide consensus of which he ( for the sake of argument ) have no intimate knowledge ? now why should he act in accordance with the consensus ? this be not completely clear to me . so , do you take the position that moral sentiment be learn ?	0
dear marga , alam naman talaga natin mali ka , kaya i accept mo na tama ang communism happy labyu .	0
there be no objective reason to condemn gay . marriage be not a matter of state and so it be meaningless to argue whether a state should recognize it . my advocating of perfect liberty allow no contradiction or exception , believe me i have lose alot of support from conservative for this , perhaps even gays if one really apply it to all extreme .	0
i guess we just have not shake all of our imperialist way . after all , we have only be away from the british empire for a little over 200 year . tong 	1
i do not think that any marriage right be require at all by the consitution .	0
just like the brady campaign . often when try to paint concealed carry holder as dangerous individual , most instance they cite either never have a conceal carry permit to begin with , or the matter of the case be instance that lack men - rea and be not crime to begin with .	0
so , you admit defeat to a child ? you have no argument and can only name call . answer my post with something other than ad hominem or admit defeat .	1
of course everyone have some basis for their view . not even deny that . however there be way that use that `` basis `` most certainly be an imposition and the gay right battle be a prime example . there be many , many , many people who have do work to stop / block gay marriage and other gay right when they , themselves , be not gay . that be not merely pass judgement - that be imposition . all i be ask here be that archie , you , jp , etc . own that .	0
he be in indonesia dear . read his x ( my mark ) i think he be as old as the devil ? 	1
well , i be a parent too ; three son . so what be your point ? you think i be incapable of reproduce ? i have their birth certificate . emoticonxrolleyes `` bible `` ? i hold robert a . heinland in high regard too . and ayn rand . and james mitchner . and william shakespeare . and isaac asimov . so what be your point ? so , i should also assume you have only have sex with the intention of produce a child ; in the missionary position only ? 	0
i believe that ' s true , and as a `` believer `` ( creationist ) , here be what be hard to understand about that ; in matthew , 12:30 , jesus say `` he who be not with me be against me , and he who do not gather with me scatter `` . it be safe to say that both creationists and theistic evolutionist would accept that statement from jesus , and would seek to be `` with `` him , while agnostic and atheist would consider themselves `` not with `` him . yet theistic evolutionist be comfortable to ( usually politically ) be `` with `` agnostic and atheist , and separate themselves from creationists . if they be genuine christian , know about the warning in the bible about false teaching , how can they be comfortable with that ? miller lament in several place throughout the book that atheists use evolution as a weapon against religion , and that it should not be that way - that it cause more strife between the two than should exist .	0
the reason why premise 1 can logically stand be that god be first of all define as the `` great possible be `` . no matter what reality we be consider , such a thing as the great possible be in that relity must exist . `` great `` be a superlative , compare to all other being that existits like `` the old man alive `` . no matter what scenario , such a person as the old man alive will always exist , therefore such a man ( that fit that definition ) will have a necessary existence	0
yea , at least on earth you get some relief , you die eventually .	1
oh , there ' s no hypocrisy involve , just you be your usual self and not even look at the actual information ( or , more likely , look at the information and then deliberately play dumb ) .	0
be you one of the hard of understand people ? flyboy get it , even if his rationalisation be insufficient . even so , they be far superior to much of the dross you regurgitate .	1
be put in a cell with howard dean for life ? emoticonxcry	1
so you be actually claim that it be a lie to say that the uk have a low gun crime rate than the us ? even if the police be miscount crime it ' s still a huge and unjustified leap in logic to conclude from that that the uk do not have a low gun crime rate .	0
judicial activism ? what brand of stupid be it that you use ? what judicial activism do you see here ; the judge state that open carry be legal and have be , and that you can not be arrest when you have not commit a crime ? or that the police can be sue for damage when they choose to break the law to persecute an innocent bystander ?	1
i guess he be a `` democrat `` as well . he certainly would not have be a republican .	1
never hear of him . however , look like those ever - love proponent of free speech up in canada show anne coulter that ' free - speech ' be only what liberal make it to be . 	1
this be a free market of idea . the good one survive . the bad one die like dinosaur .	1
but just try and remove them from those that think we do and you will have a war on your hand . it ' s too bad we do not become more like canada be respect to gun ownership . a lot more people would be alive today and others not sit in prison for crime they commit .	0
but that do not answer the question . why be dawkins a x to believe as he do ? it seem that you have no answer except to throw out indiscriminate insult at people you know nothing about . in a previous post you state , ' the guy a simpleton . ' that do not make sense as there be no verb in the sentence . ' guy ' be the plural of ' guy ' . you do not seem to be aware that the contraction for ' guy be ' be ' guy ' s . ' your error be cause by ignorance whereas trebor ' s be clearly a typo cause by the proximity of the ' e ' and ' d ' key . do you have a good explanation for our origin that do not involve magic and dirt ?	0
i know a bit about this myself . however the difference be that i be allow to carry a gun under the reasonable man statute . an armed person truly can not be bully ! the old saying be . god create man and samuel colt make them equal ! old , disabled , female and all , be on an equal footing with these vicious predator !	0
so , clive , everyone that believe that god create the earth be an idiot ? you need to spend some quality time with some that do and i think you ' d change your tune .	1
i see your point , iangb but i be not about to be leave before you have have a chance to respond . i will not be `` leave `` at all . you challenge me to produce an argument , so i be go to produce my argument . i will then summarize the argument , and you can respond to it and we can then discuss / debate those specific that you have a problem with . truthfully , this be how i should have first respond to your challenge . do it piece meal have only result in a less focused debate . - - chuz	0
well if it ' s so easy then how about you provide the name of the dealer who be sell howitzer and anti - aircraft missile and fragmentation grenade ? and while you be at it , supply the name of the company who be make them in violation of the various federal restriction .	1
my question be : who ' s funding this ? no sane investor would give him the money need to run such a operation especially in israel .	0
 you liar . you be distort the truth the same way moore do . the truth be the nra event be plan 1 year before the killing in littleton . the truth be the nra rally be cancel excpet for the officer meeting which be require by law to not be cancel . heston say `` from my cold dead hand `` in north carolina 1 year later . and what transcript be you talk about ? the transcript be post above . what big pro - gun rally be you talk about in denver . do you mean the one that never happen ?	0
oh yes , mr behe make a comfortable live out of sell to the ignorant . his new book be just a rehash of his old book , and have the very same flaw that have be destroy over and over again . as for your ' religious author ' be respect . they be respect perhaps by the fundamentalist that do not understand what science be about .	1
of course i can not . can you guarantee that the apparent mugging about to happen be not some poor slob about to ask direction ? big guy , dark parking lot , bang bang . good safe than sorry , eh ?	1
and be people in dc legally allow to carry their gun with them in a concealed manner , have them readily available like the rest of us do in the country ? absolutely not . accord to dc your right do not extend past your home , and it barely even exist inside your home .	0
what ? nah , . all we have to do be deny the suspect be ' person ' then we can do any emoticonxcensored thing we want to with them and there ' s no moral aspect to it at all , . just like abortion and ( at one time ) slavery . one thing that have always puzzle me , . ' how be it that enemy combatant and convict murderous terrorist can come away with more right and sympathy from the left than a prebirth little human child can ? ' ( scratch head ) emoticonxconfused how be it that a leftist can see more outcry for humanity in a whale , dolphin , spot owl or field mouse than they do in an actual prebirth human child ? one of the great mystery of the modern world , i suppose .	1
the purpose of the bill of right . preamble to the bill of right	0
flip back to page 9 and do try to keep up . i be not go to spam the board for the weak link .	1
your extremist view be surface . it ' s likely you ' d rather follow california into the pit of wierdism .	1
i think you be entirely correct . from the page vor link :	0
so take people right away be an american value ? i think i will push for legislation to make cancer surgery illegal . after all cancer cell be human life too and with modern medical tech they could become a human be also .	1
yes , but all concept of right or wrong be subjective .	0
what do adoption have to do with be pro choice or life ? i think that the wait list be year and year long to get a baby . ( not try to argue , just do not understand )	0
hoo boy ! that target just get large . you still do not get it , do you ? not a `` slave contract , `` but a covenant , a promise happy 	1
not only be phyllis right in call you what you be but you clearly ignore reality . you be already call on use incorrect fact once . you might as well say `` deny abortion will cause 10000000 bagillion death a day ``	1
what case ? you do not have a case , or a leg to stand on ! emoticonxrolleyes	1
except for , ya know , like the whole old testament . false testament : archaeology refute the bible ' s claim to history	1
and you know he be nato ' s boy how ? you get a bit more looney with each post there comic relief . keep the laffs come tho .	1
but not just any seven judge , seven judge who ' s job be to define the constitution .	0
really ? why ? bacteria do not need to see to exist . they do not depend on light to live . in fact , bacteria thrive in dark , moist area . why would natural selection determine this ability as be advantageous ? if population of bacteria with the ability to sense light be `` well suit `` than other bacteria , how many different type of light - sensing bacteria be there ?	0
yeah and i suppose be confront with reason be a challenge for you too . i mean hey i do not call your marriage a lie or your wife a whore but you can do the same to my significant other ? tidings of comfort and joy to you too scrooge . 	1
well i be polish my grave dancing shoe as these people in their 70 ' s can not live forever .	1
just how do you suppose the government seek permision would work in reality ? and what exactly be you afraid of ? it seem odd when people advocate blind trust for joe civilian , but then think that the government should not be allow to be arm . i think there must be a balance in trust give both way .	0
the penis be not design for the hand ? so you want this entire board to believe you do not wank off ! oh come on . get real . everybody do it . who be you kid . you lose all crediblity right there !	1
who say pregnancy be the only bad thing ? we already talk about ceverical cancer . furthermore , condom do not always work . bad protection . maybe not , but wear a bright red sign that say ' stalk me ' sure will get the one that be out there . your limited world shield you from the reality of life . which be really a bad thing i suppose but it give a good reason to listen to your parent . be not you a warm - hearted person you be in cancun talk to people on a pointless forum . do anyone else think this be rather odd ?	0
well this involve the free will / determinism debate , you say you be not free if your preference be implant . i say you be free when you act in accordance with your preference , regardless of how those preference be arrive at . i think to claim you need to `` choose `` your preference be absurd , as the act of choose require prior preference , which presumably also require a choice . and the question of how we acquire our first preference arises . 	0
you seem to be lose in our joke , you have to tell people you be joke so they know . and you get the punctuation wrong , in the russian phrase . the only way for it not to sound insane in russian , would be to put it as : ' ___ _ __ . __ ' . call someone ' __ ' , mean thing be serious , and you be ready for a fight . if you claim it to be a joke , you be just insane . so i assume that you get the punctuation wrong , and it be your signature .	0
spain , unlike most modern democracy , very very recently have the uh . privilege of live under a strong , `` moral `` government that support the uh . `` family value `` so important to the right . that they be run like hell away from it should tell people something .	1
simply point out that sword cut in both direction . be that as it may , no one have refute that there be more case of concealed carry permit holder who have go off and assault people than there have be school shooting . care to try ? omegaman try , fail , and go silent on the topic .	0
yes , to follow his commandment to love god and to love one another .	0
it go out the window with the passage of the `` partiot act `` . i say that i do not expect robertson to be charge , do i not ? however , i be not a lawyer nor that familar with the `` patriot act `` . it be conceivable that he could be charge . i do not really know . but even if he could be charge , i certainly would not expect to see it .	0
here we go again with the name call . see what i mean justine . no wonder the gay movement be lose traction in this country . 	1
oh , oh , and do not forget to include the proposed federal kosher amendment ' s text , which just coincidentally match the levitical proscription , in your argument that thing like the fma have nothing to do with separation of church and state .	1
see my post above , hi . marc ignore fundamental of miller ' s belief that he clearly spell out in try to push his anti - miller argument .	0
you know what be far bad than murder itself ? execute people to save some money .	0
well , either the real or imaginary phyllis imply those thing in the post under discussion .	1
how about a swiss university ? they have full automatic weapon in most home , and target shooting be a national sport .	1
have you lose your mind ? i get no idea what you be talk about .	1
me think thou dost be too kind . yon creature willst make the false charge in any event . emoticonxkill	1
oh but he be different in the mule ' s tiny mind . the southern baptist type be christian and so uphold the mule ' s way of life , so it ' s alright for them to call for mass death .	1
you still have not learn what google be have you yankee fan ? howstuffworks `` artificial life `` artificial life likely in 3 to 10 year - science - redorbitand rely entirely on insult be not a good way of gain credibility . it do not work on livewire , it will not work here .	0
and depend on what human be `` find the answer `` it can unfortunately cheapen and deny many central biblical teaching .	0
yes , that be one of galileo ' s more absurd leap of logic .	1
60 % accept roe v wade be a high figure do not you think ? more people support abortion then the president .	1
where do that happen , in your dream ? please note the word ' extreme ' . extreme lefty have be just as blood thirsty as extreme righties .	1
yet another non - response . ( we be not go to have to start count these , be we ? ) it fail to address your dilemma of the `` just be `` theory .	1
the argument have nothing to do with whether the bible be true or not , and everything to do with how certain concept and interpretation be deduce from read a piece of literature . i be not argue that i believe in a rapture , but rather that there be biblical support for a rapture event . i hope you see the difference	0
what do you find disrespectful about it ? maybe it be ' disrespectful ' but i sometimes that ' s not necessarily so bad . i do not think it rise to the level of be offensive .	0
i love how iranian president alphabet kidnap 15 sailor and marine , hold them captive on b evidence , and then try to act like the big humanitarian on earth by ' pardon ' them out of the kindness of his heart . personally , i think it would be nice for these 15 british troop to see the bomber go the opposite direction as they leave iranian airspace .	1
of course the bolshevik revolution be doom from the start as russia be not indsutrialised and the revolution be impose by a minority of the bourgeoisie rather than a mass movement of the proletariat ( not that there be a proletariat in russia at the time ) .	0
so , clinton get it on with lewinsky be a sign of intelligence ? you can work for the obama administration with those kind of smart . lol ! 	1
while i be not go to consider dr . tiller a pillar of society , i be certainly not go to condone his murder .	0
but it ' s not detect any `` new `` wavelength . it ' s just detect a wavelength that our eye be incapable of detect . you can not see radio wave , so radio wave be meaningless to your eye , but they be not meaningless to your clock radio receiver .	0
why do you oppose gay marriage ? the traditional definition of marriage be as a contract for the purchase of a bride . the wedding be what be sacred . what you be do be no different than those who oppose marriage betwen people of different race or belief as well . you have no valid reason to oppose it either .	0
read difficulty , huh ? there ' s a cure for that . it ' s call school . perhaps you should go there . 	0
but would not it make it more likely that a gun dealer that be involve in gun trafficking would be audit and catch by the atf ? if there be less ffls then the atf have more time to monitor and inspect each gun dealer .	0
yea , i often forget toe be a mental concept , not a scientific one . nothing - - and i mean nothing - - will ever dismantle it in the mind of the faithful . materialism be so entrenched in your mind that even if an animal generate a new piece of morphology by mere think , sensation or awareness , and then pass that trait down to progeny , ( which have be show on here ) you still think materialism stand . it ' s an unfalsifiable mindset that you and million of others have create for yourselves .	1
use some basic comprehension indeed . how do you think dohzhansky ' produce ' assortative mating ? it be by let the laboratory population go on interbreed for enough generation - exactly as happens when assortative mating occurs within or between natural population . what , do you imagine he operate on them , or something ? geez . 	0
but yet you have the right to make an an a - s - s out of yourself ? as far as the nude beach go , it would be worth the plane fare if i know you be go to be at one so i could laugh my a - s - s off . frotflmao 	1
i think we should not only allow gay to have legal marriage right but also those who want to practice insist as well as all who want to practice polygamy . let us not stop there let us sanction union between human and animal . after all i love my dog and my parrot . why stop with gay ? by the way where do the term gay come from for homosexual .	1
yea they get over it in a year or two . ha ha 	1
yes california be follow european socialism . just like socialist europe , they be go broke . socialism depend on large income tax to fund social program . try the same tax here in the usa and people will get thier gun and shoot all the politician try to tax them . remember this country be bear over a fight over tax .	0
i be talk about the woman , of course . the fetus do not have a positive right to suck nutrient out of the woman ' s body against her will .	0
why so many claim in opposition ? i make a single claim , that can be refute through logic , if it ' s fallacy . but the claim be correct . this new claim be an interest one that i have see others use . i will tell you on what basis . base on reason . to hold that nothing can be know for certain , be ultimately reduce to absurd unintelligble nonsense . i will start a thread about this claim , it ' s a hot topic to be sure !	0
yes , it ' s david koresh ' s fault that the fbi burnt child alive , right ? disgust . however evil or delude david koresh might have be , nothing he do compare to gas and then set on fire large number of child , an act you apparently applaud .	1
obviously sarcasm escape you . if you do not understand that remark about gun control work in europe during the 1930 ' s . report me ? my knee be tremble already . i believe steeve be express his right to free speech .	1
well if no siege come , i guess no harm no foul .	1
and how do you know what other animal can analyze ? be that another supreme ability of us human ? to read the mind of animal ?	1
in 2000 , the u.s. record close to 11,000 firearm homicide and more than 16,000 firearm suicide . the european union - - an area with a population approximately 25 % high than that of the u.s. - - report few than 1,300 firearm homicide for the same year . in japan , the number be 22 . sinjin - the us firearm homicide rate be more than 1 8 0 x that of japan .	0
state money , but no state accountability . yea right . private school do not even have to hire certified / qualify teacher ! oh come on ? that ' s a travesty .	0
you be like , so totally noble and sensitive ! i really admire your pro - humanity stance . that be go out on limb .	1
oh no an open mind church that do not hate ? gasp ! and sorry but the bible have many interpretation as be clearly see in the wide and vast amount of differ denomination . just because their not close bind right wing bigot do not mean you can grill them cause their interpretation be different . 	1
so , i be wonder , do you neglect to note the reason because you `` forget `` or because it would weaken your statement and its connotation that we really do not want him that badly ? emoticonxconfused	1
ok , if max be a hillbilly for his punctuation , then you , ray , aspire to hillbilly - hood ! max hit some typo while talk about other ' s intelligence be funny . you go after someone ' s english be just plain ludicrous ! do you really not know how awful your writing be ?	1
i have get to concentrate . concentrate . concentrate . i have get to concentrate . concentrate . concentrate . hello ? . . hello ? . hello ? echo . echo . echo . pinch hit for pedro colon . manny mota . mota . mota . 	1
of course anyone can cite exception . do you see the baby ? probably not . as long as the mother be ok the baby do not count . emoticonxrolleyes	1
if i want `` people `` to think ? kronos , the only one here who ' s make a big issue of whether or not i state the obvious here be you . you be the one make a big deal of it here . in a case where it ' s blatantly obvious , as in this one , then obviously there ' s an issue of homophobia here .	0
but you say that you saw stand aside whilst someone murder another be cowardly ? : : sigh : : let me simplify for you . do you kill someone to prevent a murder ?	1
reread my argument , please . i do not see incest as good or anything . what i do see be that the only real rational argument against it be the genetic trouble with offspring ( all other argument be actually problem that cause incest , not consequence of incest ) . and here , i see hipocrisy . we be prohibit incest , but be not institute a global consistent policy that would apply to any and all parent where genetic risk exist . adult heterosexual consenting non - related parent whose procreation be almost guarantee to cause genetic defect ? we leave it to them to decide and choose the preventive measure . relate ? prohibit regardless of chance . and really , i would actually fully support such a ( yes , very invasive ) globally consistent policy . the double standard annoys me , not that i advocate incest ( something people here fail to acknowledge ) .	0
i think so too . every father should have a right to have a say when it come to an abortion because that fetus be form from their chromosome and genetics . i be surprise that advocate for abortion be say that men have no right to tell a woman how to control her body but yet they do not have a problem with the decision of the u . s supreme court in which all of the judge be men .	0
now , now zsu , we learn from comrade star gazer that gw create the continental army . i be sure these gentleman have some equally illogical and inaccurate ' fact ' to scatter around the barnyard emoticonxhoho	0
because gc hears thing all woggly . the message from god be for shepherd to tend to ignorant , mindless sheep . but , with dope - smoker ear , and american ignorance it translate into a cowboy . who rustle cattle . and head them to a quick slaughter . it ' s like , when the anti - chist make his appearance , i will be god slaughterman . effectively and efficiently remove tru - believahs from the world . cause god forget some in his rapture thingy ( i forget how the logic of these event be suppose to play out . ) um . be not we overdue for that bloke to return already ? i be get antsy for the 2 nd come and all the excitement that lead up to that glorious event . think hold my breath will make it happen any sooner ?	1
the logic we use to make statement about reality be derive from the way we observe material thing behaving , and that logic be not immutable . quantum physic demonstrate the fundamentally uncertain nature of reality at very tiny scale : the ' law of excluded middle ' in particular take it firmly in the short . give that logic can vary on such a simple metric as physical scale , your argument be start to look more than a bit fray at the edge happy 	0
another cheap attempt at diversion on your part ? once again , ez , i be not take your diversionary bait . instead , i suggest that you give some serious consideration to the nature of your source . do so will save you a lot of humiliation .	0
i get ya , but i still disagree . if free will doesnt exist , then why should i make an effort to do anything ? if i be destine to be wealthy , then no matter how lazy i be today , i will be wealthy sometime down the road . and if im destine to poor , no amount of hard work and diligence on my part can change that . why wouldnt i just drift along life and allow destiny to take me where i will inevitably end up ?	0
you should really think about what you say before you say it . i have hear this before and its garbish , i have be around and own gun my whole life and i have never , not even once , have the thought of get a gun just because someone # # # # # # me off . i would never use a gun on a person unless that person be a viable threat to my life , such as come at me with a knife for example .	1
wow ! i do not know that . thanks ! should i read the new york time instead ?	1
oh . . . please be gentle with me . whew ! tong 	1
inconsistent how ? if you give me specific quote of mine that be inconsistent , i will be more able to respond . i never say i do not know . i say there be no empirical evidence . that be not synonymous with not know . the word `` proof `` as i be use it be subjective . what if proof enough for me be not for you . what be proof for me be not empirical . accord to my definition , i have proof . it ' s just not proof that you will accept . it come down to a simple difference of epistemology . i believe that personal metaphysical evidence can be accept , you do not . end of story .	0
ever hear of artificial ensemination ? why be that heteros only think there be one way to produce child ? i find hetero sex disturbing , and an unnatural lifestyle choice .	1
that would be the fault of you rather than us . everyone know a small mind can not see what ' s beyond it ' s comprehension level .	1
thanks , clive , you be a good sport . of course i can not agree with the idiot part . rash , unwise , unknowledgeable , maybe , but not fool .	0
so what if he dislike science ? if he believe something else , he have the right to believe that way . my problem here be that he show more closed - mindedness to the viewpoint of others .	0
well duh ! the answer have always be drug , and drug trafficker . concentrate on them and you have the answer to the problem !	1
for one to have evolution as their foundation belief , mean that one can not be certian of anything . 	1
should it be legalize ? only if every other country do itis it harmful ? yes more so then moderate alcohol use and worse then smokingshould it be tax once legalize ? yes . should law still apply to it , such as duis and the like ? yes .	0
your partner would not happen to be a guy , would he ? as for your christian friend , ask her to join the fray . i ' d like to ask her a few question , such as : who do you say jesus christ be ? if not lord , god , savior , and jewish messiah then she be on the wrong page . ask her if people need jesus christ for redemption for their sin ? ask her if people should repent of their sin and turn from them ? ask her who the holy spirit be ? if not god , then she ' s on the wrong page ( note act 5 ) . ask her if the bible do not say gay sex be a sin ( leviticus 18:22 , lev . 20:13 , romans 1:26 - 27 ; i corinthians 6 : 9 - 10 ; jude 7 , etc . ) ? those will do for starter .	0
well you do not need to doubt it . i like to be rational but i also wish to believe in god . i need some evidence , any evidence , to believe in god and that would be all i would need .	0
the human collective be the authority . one major advantage of this authority over a theistic one be that it actually exist .	0
well i be downplay your argument because really , pregnancy be not that demean to a woman body . its natural ! obesity isnt !	0
sound like someone could be lie . hmm who could it be ? emoticonxic	1
i think that you miss the point of the argument . vt be argue that the low birth rate in the west be attributable to high abortion rate and the high birth rate amongst arabs create a number game in favor of the arab . since they respect life ( their own , that be ) more than the west , their number be grow much quicker , while our lack of respect for human life be cause the gap to widen .	0
actually , it be a mutation . just like the color of the fur be a mutation . polar bear fur be not white , it be colorless . moreover , it be hollow . that be another mutation . and polar bear have long legs than their close relative , the brown bear . they have small ear . none of the change be cause by `` friction `` . by the way , the web between the toe of a polar bear be very much like the web between the toe of a duck . adaptation be , by the way , evolution . i presume that be the word you mean to use . adaptation be not adaption . you talk about the process as if it be adaption and then call it adaptation . in reality it be adaptation .	0
freedom dearie be you serious about pepper spray ? just yesterday i present a story where a taser and bean bag round from a shotgun do literally nothing against a 68 year old with a bad heart condition . what can a cheap chemical agent do against an adrenaline charge youth who ' s get more vitality and health on his side than a senior citizen in new york ?	0
it wasn ' t meant as an insult . just a statement of fact . i likely have as many or more inadequacy than do you .	1
what do i previously tell you , i . e . well hey , moose , you be in a topic which highly relate to the bible . if you want a secular response there ' s plenty of those guy around . if you want to chat with me i will usually be come from a biblical perspective . but i will be glad to talk with you on a secular subject if you want . what be you look for ? p . s . please hold your ' honest attempt at discussion ' rant , ok ? i could easily claim the same with you since you be out of god ' s wisdom . but i will not . what do you want to know ? again , what do you want to know ?	1
wow , thats some poetic shit . i wonder to you roam around disagree with the people who boost about america great , or how their a force for good . i wonder to you post wise as comment next to these people . you have no idea how much of a hippocrit you be do you .	1
oh , i see . so america do not care for the right of the people ? america care only for the opinion of the majority ? hrm , that ' s funny . i fail to remember learn that part in all my us history class . when do the founding father say that ? where in the constitution , the declaration of independence , or the bill of right might i find such a notion ? ' rouge	1
you choose to distort my post by your suggestion about a ' primitive land ' : i neither say nor intend to imply as much . try not to let your tendency towards political correctness seek hidden meaning in what be attempt a give a balanced account of historical event . british imperialism happen : it be not a completely baleful phenomenon . it have some beneficial outcome even if they be not intend . english happen to be the lingua franca of science , economics , etc . i do not know whether it ' s uniquely suit to it . do you ? it ' s obvious that other language have an input : i be not make a judgement about them .	0
you two be on the same side , you just do not know it yet . and you be both friend of mine so shake hand and make up willya ? emoticonxhohoemoticonxgoodand yes ' s video be very disturbing because it show that in a time of natural catastrophe ' s or mass turmoil , our government will confiscate gun from law abide citizen . during the la riot after the rodney king verdict , the gov ' t order all gun shop to lock down and to stop sell ammunition . so even law abide citizen with legally register weapon could not buy ammo to protect themselves .	0
well , you be write from an embryo ' s point of view , when an embryo do not even have a point of view . it would be like write from a rock ' s point of view .	1
i would agree with you , but first of all , the owner of the show have every right to not allow camera . second , it would be a huge invasion of privacy if all woman know what their ex wife could keep spy on what they buy and what they do . they have no buisness do that . very funny , but just because men do not want their right violate by nosy ex wife and their lawyer and pi , do not mean that they love their gun any more than they do woman . its simply a hobby . men do not insist on follow woman around , watch everything they buy and everything they do , do they ? men be entitle to gun just as woman be entitle to manicure . our right be go out the window fast .	1
because there be still a lot of people in this country that support oppression and injustice toward gay people .	0
i love how hamas apologist require show idf abuse to defend their action . pathetic .	0
i think the only valid reason for own a gun be because you want to . every person ( with some exception ) have the right to keep and bear arm , why you do it be your own business . give specific reason for gun ownership be the top of a slippery slope towards ban certain firearm . while i have specific reason for own specific gun , to include hunting , i own some of my gun for no other reason than they be fun to shoot . a humorus side note : i own one gun strictly for fishing , sound odd but its common practice ( at least in alaska ) to shoot large halibut before bring them aboard .	0
somewhere in the middle ? i always though it be solidly to the right . tong 	1
horse manure . when do you invent that self - serve rule ? put it back in your ditty - bag .	1
problem be , you think require a woman not to kill someone be `` treat them as breeding animal `` . kind of an odd thought .	0
and i just say that it would be unjust and unfair of you to force metaphysical belief system of your own which constitute religious belief upon your follow who may believe otherwise than you . get pregnant and treat your fetus as a full person if you wish , nobody will force you to abort it . let others follow their own belief differ or the same . otherwise you attempt to obtain justice by do injustice . mo	0
well , all i can say then be that no action be just about as bad as failed action , and be as bad in term of anything current . either way you do not have gay marriage . you have a majority in congress right now , and you be not demand much change just because of fear of backlash ? yeah , there would be backlash . heck , the civil war be the ultimate backlash , but that do not stop abolitionist from demand more than token change , and it ' s a good thing they do . it ' s your gig , though , so do what you want . i do not see much point in labor this discussion any more ; i be just point out my observation .	0
well sigma , which be more painful ? be burn with salene for 30 minute to an hour and if that doesnt work after the 3 rd time , be bear prematurally and lay on a table and starve to death . or a woman stick a clothes hanger up and accidentally kill herself but intentionally kill the kid within her ? seem to me that people dont really care about how the baby feel . it have just as much feeling as the mother .	0
and yet here we be and neo - darwinism continue to have empirical support right and leave with no sign of it be falsify in sight as of yet . why might that be ? and you bertvan do not exist since you be so highly improbable . therefore i can safely assume that your post above just happen without your existense .	1
why do people on the pro - gun side continuously try to oversimplify the issue ? no one be really argue that there would be zero murder without gun . the question be would there be less murder without gun . in developed nation with stricter gun law there be less murder . at any rate , i do not think you can draw such conclusion base on one incident .	0
well that let out most of the supreme court when rvw come up ! and of course 1 / 2 give or take of the voter would be disqualify if relevant issue come up to a vote . perhaps we should start an effort to amend the constitution to incorporate your idea !	1
i have . yet i can ` t seem to be able to do the creative math that will show that europe will become pre - dominatly muslim in any near future .	1
that explain your excellent use of grammar , word choice and spelling ? rotflmao 	1
yep , suppress natural behavior be always the way to go . we should also get them to stop pooping .	1
wf , that be true and if the young lady life be endanger then to terminate the pregnancy would be appropriate but get a neutral doctor to make that decision , not one from plan parenthood or and abortion clinic who have a bias interest in perform abortion . that be all i ask . 	0
