response text	Label
oh ! goody ! at last someone who wants to actually discuss evolution instead of mythology !	1
just be like the jews and christians and steal the idea ! a lot of their mythology is not original : it was stolen from other people who thought it up first .	1
that ' s not because of something i did . that ' s because of something that happened back in the 1 9 5 0 s , i believe . that ' s fine - - go ahead and be offensive ! it will only hamper your efforts because it only makes people angry at you when you belittle things they hold dear . but what about religious people that are not out to do that to you and your family ? if the govt . endorses a religion , remove the endorsement ! that ' s fine . you are still willing to be offensive to all religious people because of fundamentalists ( which are really the ones doing what you describe ! ) . you can be as offensive and show as much lack of respect as you want . it ' s only going to make it harder on you to convince people .	0
bs , if it ' s password protected , then how would they access it ? then i suppose america would look lovely as the crater in the death star ! you are telling me to believe that it exists even though there is no evidence that it does ? once again : there ' s a witness in this courtroom who says that i did not kill that guy , but i am the only one who can see him and hear him . in other words , unless the page is showed to me , i have no reason to believe that it exists .	1
and the point was , benjamin , that it is dishonest to cite the work of others , with no indication that it is the work of others . if you take what someone else wrote , they you need to indicate that , telling where you got it . if it is a book , then the author , title , publisher , date and page . if it is a web page , then the <allcaps> url </allcaps> should be given . even better , express your own point and tell how reference supports it . tell why it is important and why it shows your opponent wrong - then just give a link . generally <allcaps> aig </allcaps> is really bad science and is not very interesting . it is misleading , intentionally . however , on these boards are familiar with their stuff .	0
and as i said , herbert spencer ' s ideas predate darwin ' s . meanwhile , dawkins writings on religion are irrelevant to whether evolution is good biology .	0
what do you mean by this ? could we not have the law treat under - 18 capital offenders on an individual basis , determining whether the individual offenders in the individual cases were sufficiently developed ? also , what would you say to the response that our current law provides that juveniles are sufficiently developed enough to have the responsibility , without parental involvement , to decide whether to obtain an abortion ? is it not a conflict to say juveniles should not be eligible for the death penalty because they are not morally developed enough , but at the same time say juveniles are morally developed enough to decide whether to obtain an abortion without involving their parents ?	0
well , if you breed them , you could get taller monkeys with less hair ( and other humanlike characteristics ) . even so , it would take a long time .	0
and folks that refuse to see the legitimate ones put us all at risk . touche .	0
so ? the assertion was ' evolution is based on evidence - what do you have ' suggesting that one side has ' evidence ' and the other none . i am simply ' balancing ' it out by showing that the assertion is not black vs white as made out .	0
will the catholics ever elect somebody who is not a complete knob ? he speaks just like he knows something about gay relationships . emoticonxrolleyes	1
not quite sure what you are talking about , iangb . and i really do not have time to crack the code so if you have a specific question , just ask it already .	1
yes , everyone is a " potential " felon . fortunately most people never commit a felony . and there are many different types of weapons , all which could be used by previously law abiding citizens to commit an act of violence .	0
they are merely taking chemicals that they can detect in outer space and reproducing the enviroment they are found in , by exposing them to ultraviolet . you are exposed to ultraviolet when you walk outside in the sunshine . every chemical that they used is readily detected in interstellar molecular clouds .	0
so why did you say pot was worse than alcohol ? just because both are apparently bad , does not make one ' worse ' . i will point out that you compared the two first , so saying it ' s dumb to compare the two ' s shooting yourself in the foot .	1
i am surprised that you were able to give a non troll answer .	1
spoken like someone truly out of touch with reality . how long has it been since you were in high school ? because if it had not been so long you ' d know that short of coming to school in a banana suit ( maybe not even then ) , kids could give two sh*ts <censored> about what other kids are wearing .	1
so you disagree with zardoz then ? true christians are those who profess faith and bear false witness ? true christians are those who are ignorant , vain , boastful insulting liars ? interesting . <repeated>	1
so you feel that mrs vo should have been allowed to run the risk of dying ? your statement " an abortion never has to be done " only holds true if you place the value of the unborn child over that of the mother in all cases . do you really believe that ?	0
you know what they mean , i know what they mean , but as someone involved in teaching evolution to high school kids i wish they ' d avoid the implication of purposeful change and just refer to beak size changing in response to new selective pressure . as i said , i may just be being nit - picky . language apart , this is another nice example of evolutionary change happening right before our eyes .	0
and here it is , corrected to remove that little hint of sensationalism that you feel is needed to drum up support for your cause .	1
define " many " . what you really mean one is too much . even when the one is used soles for personal defense . besides your in austraila , no one cares what you think .	0
only two choices ? poor god , infinity reduced to black or white .	1
and it remains to be seen if your are . pick an unreasonable and dumb argument go with it .	1
how do you define evolution ? if you do not see any , then you are not using the definition used by evolutionary biologists . the question is who should define the vocabulary of evolutionary biologist , evolutionary biologists or creationists ?	0
do you have to work at becoming so scientifically illiterate ? what ever happened to the creationist chant about evolution being a product of pure chance ? you seem to chant all of the other creationist tripe .	1
did you notice how what i was responding to was said ? i did not think so . your tunnel vision is showing again .	1
a tenth grade education ? why am i not surprised . that explains why you swallow this evo dung , because it makes you feel smart and enlightened . it is the most popular form of intellectual masturbation for the uninformed and pseudo intellectual today ; not to mention the religion of the natural man . and here ' s a clue for you buddy , do not believe everything you read on the internet . try using common sense before swallowing this tripe and if you want to exercise your common sense muscle , go back and reread all of my posts and try to answer all of my questions objectively . you know , those questions that you and every one of your compadres have completely ignored and not attempted to directly answer at all .	1
you can forget the loaded language including false notions of progress . lifeforms are evolving by way of purely physical and chemical mechanisms .	0
' slaves , tortures , drones , dictators ' hmm , what does that sound like ? oh yeah , the history of most european countries , including germany .	1
the difference of 43 deaths a year is the 4 th largest flucuation since 1990 - not what you call insignificant . would this difference be made if more guns did equal more crime ?	0
quite amusing that you refer to westerners as gringos . the last time i heard that was in a film about pancho villa !	1
parents want convenience and to pacify their children with a ' happy meal ' . most kids do not ask for lettuce , they ask for burgers . wonder why mcdonalds does not add a soy burger to their menu ? they have salads and adding soy products would be another way to show they ' care ' about health . the answer might be they have done consumer research and found the costs to create / market a new soy product outweight the profits .	1
chloe , the point of this thread is to help you understand what the argument is , not to give analogies to abortion .	0
that ' s it brady ? that ' s your answer ? i do not know , maybe the american people are buying that ! emoticonxsmilie like i said , that is what they are after ! <repeated>	1
for being such a " happy aussie " , you sure do love to take shots and criticize people . run out of those happy pills , perhaps ? <happy>	1
i am still confused by this comment . did you actually mean that ? if you did , that is not pro - choice but pro - abortion . women did not have a choice in whether their pregnancies were terminated or not which , having it , is the definition of the pc point of view . so no , they were <allcaps> not </allcaps> pro - choice .	0
she ? uh , you do not know me like that , miss thing . you are the one with more pudenda than the pointer sisters . and i am not eating any attention . i am mildly amused . i have not seen any evidence of your reputed prowess here . and why do not you ask the real monkey to dance ? somebody at home .	1
is it possible to be an adult and be as clueless as you seem to be ? this was in response to the question did jesus not believe in evolution . only someone with similar mental capacity to yours would ask such a question . it seems unfair i have to answer this senseless comment you added to the nonsense .	1
" supposedly " ? you ran from those threads . you are the one making assertions that you do not back up . you are the one unwilling ( i . e . unable ) to show that arctic foxes can adapt to a phoenix summer . you are the one who keeps ignoring ( what i will henceforth refer to as ) the chihuahua challenge . for somebody claiming to be so clearly right and so obviously vindicated by the evidence , you have done nothing to show it , and you have done everything to run from it .	0
and the ability to digest nylon is not a new function ? <repeated> you seem to have a different conception of ' new function ' that what matches with reality .	1
are you done spamming and threatening me with admin ? that ' s just lame and pathetic .	1
how many animals do you think were on the ark ? how many species existed at the time ? the story of the ark does not coincide with contemporary science , but it does work with the rest of genesis . this is genesis 2 : 15 - 23	0
i am amused by how some people can look at an article of an anti - gay marriage advocate attacking a gay marriage advocate , and the person reading the article wants to focus on what qualifies as ' oppression ' and how gays could have it worse . <repeated> emoticonxdonno just out of curiousity , do you have any comment as to whether or not the attack was wrong ?	1
propaganda ? ! <repeated> dou you make me sick ! how can you see these and still make a jeer at these photos . have you know heart for sacrifise of human life ? have you no cause ? have you no heart ? ! <repeated> my heart wrenched when i saw those and it angers me to see one who has been deluded by his own proclamed righteousness to still be better than human decency .	0
only one of you i guess this is when the score card will come in handy	0
love vs . pepersack again ? what you do not realize is love got her gun .	1
actually , what gay marriage proponents simply want is to be treated like every one else . denying the right to marriage because of his / her sexual orientation makes them second class citizens . the supporters of the anti - gay movement simply want to impose their moral values on to the rest of the public , the recent prop 8 ballot initiative proves it . ever read john locke or js mill ? you should , it ' s what our country ideals are based on . you have your bubble and i have mine so just leave me alone ; and the majority are never always right and should not have a say in what is moral or just based on their beliefs .	0
because there are still a lot of people in this country that support oppression and injustice toward gay people .	0
those cultures that permit multiple wives at least do have issues as a result , but hard to say they fail miserably . we are complex animals and not all animals mate for life . there is significantly more involved in the lifelong union of humans than reproduction . multi - marry under the right circumstances works , but it is not for everybody and even for those that it is for does not mean it ' s for them always . in a nutshell marriage is the biggest commitment any person will make and should be given the consideration and thought it deserves . same sex marriage can cause a perfect union of two people the same as m / f and can make a mockery or marriage just as many m / f unions currently do . the emotional investment is the same , the responsibility and obligations are the same , the only difference is genitalia and a little more hair in some cases .	0
what part of the christian worldview ? a part of the christian worldview says stealing is wrong , so you must mean stealing is good ? a part of the christian worldview says rape is wrong , so you must mean rape is good ? a part of the christian worldview says sexual immorality is wrong , so you must mean sexual immorality is good ?	1
it looks like just mucusaur , you and me , along with an entire thread of bots ! ( i am not too sure about mucusaur , to be honest ! ) <wink>	1
and bill clinton did not ? obama does not ? emoticonxdonno let me help you with that . emoticonxangel she ' s a conservative ! i will bet her upcoming debate with biden will get far more attention than mccain / obama did ! i will sure be watching ! word has it that the moderator is an obama lover . i am just surprised that so many consider it so important how one performs in these quick witted , personality contests . just because a person is slightly off the mark in wits does not mean he / she would not be a good leader - able to make sound political decisions . looks aside , pelosi ' s a dingbat compared to palin . she gets a free pass from the news media - ho hum .	1
actually in high school i had a friend who used to be in placement . he was sixteen years old an he said he got the s* * * beat out of him by an eight year old boy . " street kids " get their <allcaps> x <elongated> </allcaps> beat every day , pain is nothing new to them . it seems they are immune to it . it does not matter how hard you can hit , if you can not take a punch , then you can not call yourself street - worthy .	0
* * true , and the confusion was my bad , as explained already . however , the fact of revertant mutation in eusocial bacteria colonies , as demonstrated by ames and by cairns , still shoots great big holes in the darwinist assumptions arising out of your old war - horses , luria & delbruck ' 43 , and its " clone " , lederberg and lederberg ' 52 .	0
but because your book of mythology tells you about a week of creation , you prefer that ( because it requires less thought ) to examining reality .	0
i have been following the story here all afternoon bbs . i am sorry that you are going through this , but what has scotland done to upset radical islam ? nothing that i know of . could it be they have declared war on the west in general and as a whole ? i mean , i have been told over and over again how these radical moslems are just confused souls and the real enemies we must fear are the radical conservative christians like me who actually pray for the unsaved . talk about scary people , huh ?	0
this is why the title is " god exists ! <repeated> ( but he ' s not who you think he is ) . it ' s a funny proof which i do not think christians would agree this definition was god . but basically it ' s saying that take the set of all human beings . call the greatest god . god exists . not only that , but the final conclusion is one of the premises . the proof is one big circle <happy>	0
i love how the apple fan is illiterate . what exactly is the great thing that apple invented ?	1
i think that might mean that you should shut your trap about other people and not pass judgement on them ( i . e . carl sagan right here in this topic , etc . ) . what do you think ?	1
you have no idea how glad i was that i was sitting down when i read this ! <repeated> first it shocks me that you have not labeled all those who claim to see <allcaps> ufo </allcaps> ' s liberals . then i have to wonder did not at one time the <allcaps> rcc </allcaps> say we were the center of the universe , . <repeated> the sun went around the earth , . <repeated> the earth was flat ? <repeated> theres no one but us . <repeated> it was all created for us ? <repeated> ok i am goning to go take a little breath of fresh air and rest for a moment as this is very disturbing to me ! . <repeated> v.o.r. and i agree on something . i think i am going to be sick ! <repeated> back in a few .	1
so , faith and argument from incredulity . if you find it impossible please state exactly what part is impossible . then maybe an actual scientist could take over . major in molecular biology ? not even a full degree ; not like your going to doing anything original .	1
waxy , please read this . maybe it will help you . when you said the proper way to say it was , " . <repeated> tell me i am wrong , at least do it grammatically . " you made absolutely no sense . do something grammatically ? you obviously have to use grammar when you write a sentence .	1
i am surprised to hear you , a card - carrying christian , defending the civil rights of polygamists ! wonders will never cease ! obviously the point flew right past your noggin . gay people are discriminated against because they are gay ! but then , you folk think that ' s just fine . a few years ago , you ' d have been blowing hard about ' activist ' judges allowing interracial marriage . how dare they stand up for equal rights ! emoticonxrolleyes	1
i have no idea what this could possibly mean . it makes no sense , semantically or logically . it is so vague as a concept as to be worthless in terms of the pursuit of knowledge .	0
i ' d say out of the 6 billion people on earth at least 4 billion of them are richer right now than they would be had the economic systems never changed since the era of globalization began . i do not think the number is as small as 3 people . how does not it lead to stability . think china and their reform to capitalism and westernization . are them more of a threat to the world as a communist nation or as a globalized nation ? it will be stabilizing to have them westernize . however , it is not necessarily good . yeah i can see what you mean . the people are just about ready to burst because the us and canada depend so much on each other . nor did i . whew , we agree on something <happy> is not that the truth .	0
me whine ? this entire f ing thread is devoted to you whining . go cry to your mommy about all those big bad gay people picking on you and your poor little religion .	1
what if the surgery for transferring the embryo / fetus would be equal in difficulty , risk , etc . to having an abortion ? there would then be no extra physical cost incurred in keeping the embryo / fetus alive . what would be the reasons , in such a case , to keep abortion as an option ?	0
yes , but our cells , are functional . it ' s cells are not yet functional beyond dividing .	0
there are no objective reasons to condemn gays . marriage is not a matter of state and so it is meaningless to argue whether a state should recognize it . my advocating of perfect liberty allows no contradictions or exceptions , believe me i have lost alot of support from conservatives for this , perhaps even gays if one really applied it to all extremes .	0
proof ? and , i am just surprised that brooks is actually capable of seeing where the problem lies . his solution ? probably another dumb republican non - solution .	0
snipthis opinion piece was put forth by the violence policy center , the same people who opposed all forms of firearms safety training and gun locks , because they might encourage people to feel that they are more capable of safely operation a firearm . the violence policy center also pushed the idea of an " assault weapons ban " because it was easier than a handgun ban , claiming that the uneducated people are unable to tell what is a machine gun and what is not a machine gun , making passage of such a law all the easier .	0
yea . <repeated> i ' d say we are on a downhill slide . do you agree with talkorigins that most mutations ( like 99% ) lose information , lose specificity ? mutations are destructive entities . they demolish and break down what was there . granted some of these may be beneficial but ulitmately the gene has lost information . and since selection works on the level of the whole organism , it cannot stop the loss of information on the molecular level . not only that , but natural selection has an i . q . of exactly zero - - as do random mutations - - so i believe the only way for the genome to go is downward . and if the only way for the genome to go is downward , then common sense says that neodarwinism is wrong . it ' s not just unlikely . <repeated> it ' s not just improbably - - it ' s dead wrong and the whole hypothesis must be rejected .	0
we are legally dead when we no longer mentally exist ( hence the term " brain - dead " ) , so there is no logical reason to set the beginning point as anything other than the start of the mental existence . just as people who are dead and without mental existence do not have the ability to obtain rights , a collection of human cells without a mental existence cannot obtain rights . i also notice you have resorted to attacking other people ' s views rather than following the topic of the thread , which is to share <allcaps> your </allcaps> views . emoticonxbanghead	0
i am not interested in who is not hitting on you . do you want an ugly , flaming , gay cellulite blubber - wench hitting on you for three years or not ? <repeated> or maybe a pod of those whales all hitting on you ? <repeated> for the record , gays make normal men ' s skin crawl , and not in a good way . so keep the spiritually - challenged heathens out of the men ' s barracks , and out of their showers . just because you and the rest of the pro - gay crowd thinks that kind of depraved activity is ok does not mean the rest of society does .	1
oh thanks i guess it was you who have been upvoting my arguements huh ? <laugh> thanks ! allies ?	0
i was right wasnt i ? you do have buck teeth and play the banjo . <repeated> look see if the sesame street web site has a definition of zombie . <repeated> what an arsehole lol	1
because i am one who likes see things from different angles . what better way to fight your enemies then to understand their viewpoint . before i am attacked on the the last statement , just because i understand a viewpoint does not meant that i accept it as true or that i do not reject it .	0
so everyone thinks that " evolutionists " should seize power or something ? if that is true , it is because evolution is very widely accepted .	0
two answers : they were either of the ant kind and did not eat wood until they underwent hyperevolution after the landing of the ark , or they were placed in a suspended state of hibernation by ' awlmighty gawd ' ( only two - one male and one female , in spite of the fact that termites do not actually propagate that way ) . it is , after all , the word of gawd , as revealed in the wholly babble .	1
oh yes i forgot there are some who believe that the property of free - will permeates the universe and is shared by all things animate or otherwise . there is a mathematical proof floating around someplace of it . but since i do not think that there is in fact such thing as free - will i have not bothered to collect it . humans do not have free - will simply because there is nothing for human will to be free of .	0
i am a bit surprised at the publicity this case has attracted : even here in the uk , the first item on the 10 o ' clock tv news last night was a report from outside the court house ( waiting for the verdict ) . i have never heard jackson sing and know next to nothing about his career - why has this case made such a stir in the media ? is it just a fascination with ' celebrity ' ?	0
reckon you do not know much about christianity then . when you can bust the resurrection of jesus christ then you might have something to argue about . until then your claim that christianity is untrue is simply a lot of hot air .	0
they are both written in the bible . neither of them have any evidence ( apart from the bible ) to support their existence . one of them has been proven to be utterly false . this naturally discredits the other , as they appear in the same publication by the same author . why decide one is true when the other is clearly not , and neither have any other supporting evidence ?	0
23,000 firearms were handed in when the uk had its gun ban . according to your logic those people that handed in their firearms can still be prosecuted because they took possession of a firearm prior to the ban . i do not think so .	0
so if it was deemed by ' those with the knowledge that give their opinion weight ' that a fetus can feel pain and stress during a termination you would agree that the termination should not be carried out . <repeated> well done	1
it is no " story " . <repeated> i am debating on the whole evolution thing . <repeated> look at the facts . so many great ppl , physics people , niels bohr , he was for evoulution , then he found out all of the facts that it is junk , so he became a christian	0
so that ' s what , at least 4 lies in 8 days ? pretty impressive archie . you should be on your knees asking god ' s forgiveness for your lies .	1
what the ? lmaorolf wow . <repeated> easy i am sorry but let me catch my breath . <repeated> oh man you really are a card . <repeated> if you could not tell my entire post was a joke you dimwitted nut job . always scrounging the bottom of the barrel for anything to use for ammo . <repeated> did you stuff your brain in the cannon as well before you fired ? and fyi i say hun to well almost all my friends as a joke . <repeated> they know i am gay but not flaming by any means and they get a kick out of it so lighten up and get the crucifix out of your hand and put it back on the wall alright ?	1
agreed , and the vehicle they will be riding in will be the prosperity express . <happy>	1
i do not understand this business of the uk and england at all . it seems to me that somebody has a chip on their shoulder . who cares ? chomsky is not as bad as the terrorists . that ' s an obvious fact . what is equally obvious is that he provides aid and comfort to the enemy and that ' s the definition of a traitor .	0
or possibly your holy fathe has resorted to <allcaps> x <elongated> </allcaps> - bashing . it ' s all perspective . frankly , i do not think that the views on this message board will fuel discrimination and hatred of popes everywhere around the world , so i think they have less to answer for .	1
why are you trying to turn this into a religious debate ? no one said anything about finding jesus . all you have done is show your anti - god prejudice .	0
thats true . however , do we not have a state of reasonable compromise at the moment ?	0
you really have no idea what a argument is ? i do find it amusing you will lose every argument you get into with your significent other .	1
oh you do love to do the psychological technique known as ' transference ' do not you . <repeated> or is it ' projection ' ? <repeated> you are so obsessed with gay sex , i would not be surprised if you and ted haggard have a lot to talk about .	1
business is a purely private association . you mean like interracial marriage ? ' social harm ' is just another term for ' things i personally find distasteful ' .	1
giving an answer to a conumdum does not necessarily solve it .	0
there are in place control procedures for traveling with weapons . all he should be charged with , and i expect he will before this is tried in court is breaking the airport procedures , or maybe they are <allcaps> faa </allcaps> procedures which could imply federal laws . this guy should have contacted the airport at check in to report each and every weapon he was traveling with . they would have advised him precisely how to store them and he would not have had any issues at all . here ' s the <allcaps> faa </allcaps> regs for traveling what is and is not allowed . i must say that i am somewhat alarmed at some of what is allowed if i put my terrorist thinking cap on . <allcaps> faa </allcaps> news	0
so in your own words the police want to go on murder sprees , because they are armed . according to you the military is just waiting for the first convenient excuse to open fire on anyone , be them designated enemies or just innocent bystanders .	1
because when something passes every experiment thrown at it and when something fits observation better than anything else , then it ' s as near as damnit fact . we can get pedantic over this if you want , but the conclusion that reaches is that there are no facts .	0
are you retarded or just ignorant ? either way , get your facts right . limbaugh and savage do not have tv shows so if they want to listen to beck they still can on the radio . second , you imply fox fired beck . <repeated> umm , no . third , the glenn beck program was the third most watched cable news program between two other fox news programs . i am not a fan of the glenn beck tv program but at least i am not going around making stuff up .	1
i do not know if we can be as accurate as a couple of million years , but i agree that the age of the earth is just right for supporting man .	0
aw declare victory and slither off eh . i made an assertof fact that was backed up . you made a strawman of abandonment . no one made that claim but you . they come here because they do not get the proceedure in a timely manner . get it now ? hence you lose as usual .	1
little boy , you need to do a little study on nazis . they specialized in death . unlike pro - life people .	0
i love how you claim that the teabag party is not affiliated with the republicans , who are they going to vote with ? . <repeated> the democrats ? . <repeated> they may not claim to be republicans but last i checked we only have two major parties representing us in the house and senate , with maybe one or two independents . the tea bag party is not big enough to control anything without republicans so enlighten me , who are they going to vote with to destroy what obama has accomplished so far ? . <repeated>	1
umm i dunno that whole faith thing is kind of important . oh i get it you were being insulting . <repeated> gotcha . <repeated> <allcaps> btw </allcaps> hows that whole spiritual enlightenment thing working out for you ?	1
right . catholics say prayers to a woman that they hate . next !	1
making up numbers again georged ? care to post some links to this data ? in 2005 israel received 2.5 billion , most of it being foreign military financing . <repeated> there is some more they get though so your 5 billion might be right . as for the 28 billion in 2002 . <repeated> i know that is wrong . i recall a 200 million dollar thing , but i do not know if it went through . the rest of your numbers are probably overstated as well . <repeated> you have a bad habit of doing so .	0
lurch , i do not appreciate your condescending tone . if you want to challenge my assertion that you are a pompous <allcaps> x <elongated> </allcaps> that jumps to conclusions , you will need to be a little less judgemental and start thinking outside of darwin ' s black box .	0
so . <repeated> what was all that bull * * * * about terrorists exploiting america ' s " weak gun control laws " in order to amass arsenals of deadly weapons ? it seems to me that they do not need undercover operatives to come to america , forge documents and undergo background checks just to get civilian weapons . they have got their own arms manufacturing plants over there , they can make whatever they need or want .	0
but people start threads here all the time against christianity regardless of whether someone claims something here about it or not . it ' s prejudice , pure and simple , and you are no exception . now , one would think , being the supposedly non - christian enlightened person you are , you would simply say " oh , i did not realize that my posts came across as anti - christian sometimes , and that it indicates a prejudice on my part , and will try to not have prejudices in my thinking . " i mean , one would think those of you are do this sort of thing would be happy that someone had pointed out the obvious prejudice going on , as it would be a case to help you move away from prejudicial thinking .	0
so everyone thinks that " evolutionists " should seize power or something ? if that is true , it is because evolution is very widely accepted .	0
wrong again daewoo ; but at least you are painfully consistent . i am merely pointing out the hypocrisy and level of ignorance obama displays every time he opens his economically clueless and divisive mouth . but then , who would ever accuse you of getting anything right ? once again , the buffet rule is for the gullible and clueless to glom onto in a vacuum of reality and the fact that it would do nothing to solve this nations problems and is merely a diversion from the massive failure this president has been , more so than even carter . i cant say i am surprised you would glom onto such an idiot talking point . it is only strange for someone who is so completely clueless that they cannot even comprehend a simple thread premise . so were you born this clueless , or deliberately play the role of someone who is patently clueless ?	1
because of the history of it . well , id is actually identical to ' scientific creationism ' , but spruced up with more scientific terminology to attempt to pass ' seperation of church and state ' . let us just say that i.d. is an attempt to teach creationism in school .	0
i am very surprised to learn that religious institutions are exempt from the normal taxation associated with having employees .	0
let us see now . <repeated> you are christophobic , biblephobic , fundie - phobic , steeped in carnal hedonism , you use derogatory rhetoric against god ' s people , and what else ? hypocrite ! <repeated> and barney franks a respectable congressman ? <allcaps> rotflol </allcaps> ! <repeated> you are clueless , shooter . i shutter to think where you will wind up . but we will have to see what develops . it ' ll probably be negative , since you have lost your focus .	1
and what would make them separate species ? how about wolves and dogs , separate species ? how about great danes and chihuahuas ? they cannot interbreed under any circumstances ( even artificially - the fetus is not viable ) .	0
yes , you do have a problem with archaeopteryx . you can not explain it from a creationist point of view . i am not claiming that it is a " link , " whatever that may be . it is a transitional form . it is a small theropod dinosaur that has characteristics that are common to theropod dinosaurs and only theropod dinosaurs and their ancestors . it also has characteristics that exist in birds and only birds . some characteristics exist in both . the furcula , for example . a furcula has been identified in some theropods , but it is rather rare and then only imprefectly preserved . an indication that it may be mostly connective tissue . archaeopteryx has a furcula . but even at that it does not compare to the same structure in birds . it is intermediate . imagine that !	0
of course anyone can cite exceptions . <repeated> did you see the baby ? probably not . <repeated> as long as the mother is ok the baby does not count . <repeated> emoticonxrolleyes	1
the fact that they were too heavy , is simply untrue , see previous post . hunting depends on many ecological factors , such as their predational preference . also new fossils suggest a trees down development of bird flight so fully developed flight muscles and feathers were not necessary .	0
so why are you here ? do you have anything to offer of any substance ?	0
i am not playing word games . you said congress does not have the power to declare war ; how else am i supposed to read that ? you meant congress does not run the war . <repeated> you clarified , end of story .	0
then should not your challenge be re - worded to say " what might be the best . <repeated> " because at present we are not at a stage where by we know everything about ' pain ' therefore in the current climate , rather than what might be known down the track , i think i have met the majority of your challenge . after - all , you are insisting now on what ' you can measure ' , and we can not measure all that there is about pain , at present .	0
but it , along with the uranian tapeworm hypothesis , is just as valid as intellegent design as a hypothesis . actually , the uranian tapeworm hypothesis , . as far fetched as it may be , is more testable than a supernatural designer . i think maybe the kids <allcaps> should </allcaps> be taught intellegent design as an example of pseudo - science . hopefully they will see why it is not science and why evolutionary theory is .	0
vor is about as catholic as the archbishop of cantebury . i am curious about what i am right about though , seeing as i asked you whether you think that medically un - necessary abortions should be legal or not .	1
only you would consider accepting donations equivalent to charging a fee moose . as if the two are at all similar . after all , one is a mandatory charge , while the other is an optional donation . and i am not going to defend the rapture at all , but do not you think it ' s a bit premature to assume it will never happen ?	1
if something is modified , does it not become better , or more complex ? there ' s nothing wrong with those terms , unless you are a degreed scientist who is talking down to common peasants . all . 00001% of them ? you are not the only one i debate . emoticonxidea does talkorigins have one ? they are used as a reference here constantly - i do not think the asa has been referred to a single time , until now . talkorigins feedback section supports my position .	1
it ' s worse than that , pandion . for example , here ' s what i told him over at <allcaps> arn </allcaps> on the same subject back on april 5th . <url>	0
since we are at war with radical islam and they have attacked our homeland once already and have promised a repeat performance . it is ludicrous , irresponsible and suicidal to consider that investigating people of islamic descent before allowing them entry to be a discriminatory policy . especially since terrorists do not fight like men but are committed only to hit and die / run sneak attacks . but i am not surprised that you are blinded by political correctness when you should be concerned about your families security . emoticonxrolleyes	1
i can understand your disappointment . its very difficult to cure someone of chronic religious delusions . no easy way to relieve the suffering of the victim . but if you really work hard at it for another decade or so you may recover yet . best of luck and do not fall for the quacks peddling quick cures .	1
you were crowing a bit . what i do not understand is why . how could you possibly be pleased by some strangers religious views . would you have been pleased if he switched to liking broccoli ? ( or disliking as the case may be )	0
i am sure i will get bored with the site long before 13000 points . lol ! i am surprised he has not .	0
jfriday : in fairness , no one , pro or ant - gun can ever use uk stats to support thier argument again . back in jan '03 the uk government finally came clean and announced that they had been seriously fu**ing <censored> with crime statistics . you can make the argument that the uk state had something to hide with guncontrol and you would probably be right . reliable information from uk ministries should now be accepted as less than credible .	0
seems short compared to the hit list on infants since the last 36 . <repeated>	1
of course god would have something to offer to lowely peon , but that does not explain what use god has for lowely peons , except for doing stupid pet tricks .	1
knowing more than just a little about my fte compadres , and those that i know personally , they would fight along beside me and i them to preserve our freedoms . to go as far to bow down ? when they have taken what smidgen of life is left in me . but in direct answer to your post , jim : they are doing so as we speak .	1
i suggested nothing . you are reading into this some thing that is absent . " the nurse then informed me , if i had answered yes to any of the questions , i would have lost my concealed carry permit as it would have gone into my medical records and the va would have reported it to homeland security . looks like they are going after us vets . "	0
oh no you did not ! not g earnst website ? oh yes you did ! that would be like me quoting from nato ' s website . po tow mack institute emoticonxsmilie potomac river humm .	1
brave words . next they will be limiting free speech . oh wait . done that already .	1
well , you certainly defended this video , archangel . how interesting to now hear that you were defending material you had not even viewed . but i am not going to do your homework for you . it ' s on this thread ; jyoshu posted it . so search his posts on these pages .	1
well , their cash cow dried up and even toby hoover is going to have to get a new gig . no matter how many times these dire warnings were given they just never came to pass and over 2 / 3 rds of the people are wise to them now and they have lost any credibility at all . folks all over are now standing up demanding their rights and the left has expended both it ' s money and political and emotional capital . stick a fork in them lucy , they are done emoticonxhoho	0
boy $346,000 ? i can think of a few $300,000 firearms in existance today . if anyone of them every shot and killed a person , boy it would be so <elongated> easy to trace it down . so then why bother banning them ? using a $300,000 gun to shoot someone is like hit and run in a bright red ferrari in a busy intersection , the cops are going to find you .	1
explain that one to the thread starter . he claims he is the victim of age discrimination when he states " i am a person 15 years of age and i want my gun , yet i can not get one . why not ? "	1
i must say , you are quite a creepy addict . you seem pretty dangerous when high , especially since you think everything is a good idea . and why would you want his soul ? emoticonxconfused are you in a cult ? is that why you get high ? i can see why teachers would need to go to attitude school after meeting you . they might need some help , as well as do you . and as contrary to your side subject , i think i am quite different than you .	1
no your question is not about ' right to life ' , but more appropriate your questioned should be ' do they have a right to continue life ' ? and my answer is absolutely yes ! at the living single cell , when the unique properties of a complete human being is created , it is living , not dead . who has a right to kill another human being ' s living existance ? no one has that right in a civil society , but we have not reached that society yet , but one day maybe .	0
yes , it ' s david koresh ' s fault that the fbi burnt children alive , right ? disgusting . however evil or deluded david koresh might have been , nothing he did compares to gassing and then setting on fire large numbers of children , an act you apparently applaud .	1
and i am guessing by your misinformed posts that you have not been high before . did you recently watch a film called reefer madness by any chance ?	1
dude , it ' s , like , all over the bible , man ! maybe if you hit your forehead with bibles more often , you would know these things !	1
