text	label
to clarify : be it the woman choice whether the guy be prosecute after he have be name , or be it the state ? by what you have say so far , it seem that all this law do be give woman the power to punish men if they get pregnant by them ; despite the fact that the woman be just as consent as the man at the time of the coitus . there be also contraceptive path for woman that do not involve condom . if a woman get pregnant because she forget to take the pill that morning and always rely on that rather than on condom to stop her get pregnant , why should the man be punish ? the message here should be simple . if you do not want an abortion , and be not currently in a position where you can support your child , do not have unprotected sex . at the moment , it be the woman ' s choice alone whether she have an abortion or not , so it be the woman who have to look after the child if she be single after its birth . if you want to add men to that equation , you have to add them in both place - give them the legal right to ' have an abortion ' ( force their partner to have one ) , and make them legally responsible for the child if they do not do so . then you have an entirely connected couple from coitus onwards ; both consent to sex , both choose not to have an abortion and both care for the child after birth . i doubt that that law would be a popular one , either - but if you be go to force a man to take equal legal responsibility for a child , you have to give them equal legal opportunity to avoid it .	0
to say nothing of the possible threat to people ' s safety , if not actual act of violence .	0
you tell me in an early post that the mother should die , even if they predict the fetus will kill the mother . your bible state otherwise .	1
 lol ! by that logic child enter a school with substandard english skill be just as much a threat to others as armed child enter a school with no training in firearm .	1
since when be proteins no long structure ? a basic freshman tool for teaching be the phrase `` structure define function . ``	0
if science deal with how information be gather , different way of analyzing , and different hypothesis , then it involve worldviews . the base for the worldview of a sizable part of the population should not be exclude . maybe in saddam hussien ' s iraq , maybe in communist russia , but not in the united state .	1
be there something wrong with choose to have a cheese sandwich as oppose to peanut butter and jelly ? do you prefer actually have to make personal moral choice or do you need a rigid and inviolable instruction manual to run your life ?	0
and he accomplish all this human carnage without a gun . this just prove that if it be possible to eliminate all projectile fire weapon from exist on earth , men would find a way to commit atrocity against his own kind just as he do before such weapon exist if murder be in his heart . gun be not the issue , the corrupted heart / nature of humanity be .	0
mayabe this be a miniscule amount of suffer compare to what await you on the flipside . weather it be an eternity of bliss or agony and suffering . who really know . mayabe those who have this happen to them have it come to them ?	0
well , let us see . 1 this be a skull from a modern human , the difference represent pathological deformity . 2 the dating be base on disputed methodology . creation scientist have prove that radioisotope dating be unreliable . 3 the two piece be only assume to be from the same individual . 4 where ' s the conclusive dna evidence ? ( a nod to easyrider on the religion board . ) 5 these claim be make by scientist , and all science be an atheistic conspiracy against religion ( thank you marc9000 ) . 6 so where ' s the miss link between the new fossil and us ? huh ? huh ? sadly , past experience suggest that creationists can wriggle on indefinitely .	1
no i do not think that tie your tube be abortion . i only think abortion come into play when there be actually cell form to make a baby , and you get them scrap out , or abort a baby before or after the third trimester . plus i heard that if you tie the tube , when you decide you want a baby you can untie the tube , to conceive a baby . but burn be another thing . but unless there be actual cell form it be not abortion	0
actually , i think kronos be right in this case - - at least from the standpoint of most consitutional scholar . of course the framer do not envision the wording to be use in this way for this purpose - - this be what ' s simply call a `` loophole `` , in this case anyway . it ' s why there have be an effort in recent year to close the loophole with a constitutional amendment define marriage .	0
yes they sure will . with what 776 accidental death last year due to gun as oppose to 3,402 accidental drownings seem like more should be spend on prevent drownings than gun . but if your intellect be not up to understanding hyperbole ( literary form of exageration to express a point ) i will try in the future to keep it down to your level .	1
but i do not hear you say thing like `` baseball be always harmful to the player `` or `` baseball be something no one should have to go through . `` you see , if pro - choicers only use the ' pregnancy - be - bad - if - force argument , they might have a point , but they often do not add the last part . besides , no one ever force a woman to get pregnant in the first place .	0
so , in other word , what you be say be that the pope , who just declare that all christian church apart from the rcc to be false church , include we evangelicals / fundamentalist be a fundie himself ? jps right matt , take your med and do it quickly .	0
wow . a very unusual and distress story , and probably why saline abortion be no longer use . it be very unfortunate for her to have to live with that disability .	0
so in your own word the police want to go on murder spree , because they be arm . accord to you the military be just wait for the first convenient excuse to open fire on anyone , be them designate enemy or just innocent bystander .	1
oh well thats tough hat to victim of rape then . somehow i doubt this will survive legal challenge , assume gov . round actually sign the bill .	1
quote from your appeal to authority : ! 	1
why be you afraid of gun ? have one jump up and shot at you ? you should never fear a gun , respect the gun .	1
wrong . it be soviet woman . the ussr no longer exist . unless you believe that those godless commie be just play possum ?	1
interest how the study be set in pittsburgh , pennsylvania . they be a city know for violence and gang - related issue . i would not be the least bit surprised if those that be shoot and count in this `` study `` be know gang member who be either shoot by their intend victim , or by other rival gang member .	1
neener neener - be it time to go in from the playground yet ?	1
but apparently they can not say no to rent the property for a gay wedding , even if they decide to just say ' no ' to everyone and get out of business . go figure	1
and anyone who think this will be see as an x and close - mind .	0
but you be the accuser . i have read the bible and i have study religion , more than you can imagine . i have also study biology , perform experiment and reach conclusion . the problem be that you seem unable to think for yourself .	1
oh shut up ! you be just sore because your side lose in the mcdonald case and now you be leave with absolutely nothing . you know that many gun law be go to fall to the sword of justice , and you just can not stand the fact that your side be go to be bring back into check , just like any other .	0
intellignet design seem to have a large following . the fact that somebody believe in intellient design do not necessarily mean that they disagree with evolution . a lot of folk ( i would say the majority ) view it as evolution use as a vehicle for intellient design ( basically `` god plan it and make it all happen `` ) . the movement to teach yec be non existant . creationism do not necessarily = yec . the yec crowd be their own little clique of scientific illiterate . i have be on the local board of education for 2 year now and have never hear the phrase `` young earth creationists `` in any official capacity , nor have anybody ever suggest that it be teach . i have no idea what a `` young earth creationist `` be until i read it on this board , 6 month ago . it be simply not an issue , and i be right in the middle of kansa .	0
really ? so , university president and trustee - - the overwhelming majority of whom have no connection with evolution , and most of whom be considerably more politically conservative than university faculty - - be behind the whole thing ? wow . you know , this sort of claim require evidence . i would like see your evidence of university administration involvement . get any ? and who be the `` top `` in the peer - review process ? editor ? please explain what you mean .	1
so long as they do not contain my dna , yes .	1
and you , on the other hand , because you be not educate in science in general , and evolutionary theory ( why the quotation mark ? ) specifically , be qualify to correct those of us who spend year in study of the topic .	1
and i dont really believe in god because he have show us no compel evidence of his existance .	0
oh , ok , i can be politically correct if it make you feel well . how about i refer to them as `` intelligence deficient `` . and i be really not refer to bona fide `` retard `` individual ( those with true pathology ) . i agree that there be nothing funny about that . how about i refer to them as people who drive like x . be that good ?	1
you still do not get it . how many time do it have to be explain to you ? population evolve . no change of any kind in a single organism be evolution . evolution be the change in the hereditary ( genetic ) makeup of population over time . you continue to display your ignorance . evolution be a process that take place in living thing . just because all of science contradicts your childish belief in mythology do not mean that all science be evolution . because cosmology contradicts your mythology , it must be evolution . because astronomy contradicts your mythology , it must be evolution . because geology contradicts your mythology , it must be evolution . and that be why creationists be such scary people . their morality come from a book and threat of eternal punishment . the fundamentalist christian morality be so shallow that they be unable to conceive that others can actually have a high morality base on self respect . and that be meaningless babble . evolution be a process that have be observe whether you like it or not . it be not a moral statement nor be it a statement of faith . it do not deal with government , law or culture . whine about it will not change it .	0
proving , yet again , some democrat be , after all , honorable men and woman .	1
but do not you see ? they be not sure . they do not know . they do not `` prove `` anything ! 	1
you twist logic strike again . i realise that if a group of you be to take your gun and rise up against the current administration , you would all be label terrorist . this be not evidence that i support the current regime . how you could twist it to seem so be beyond me . if i be to state that you could not take on a fully grown polar bear with just a short pointy stick , would that mean i be support the oppressive rule of polar bear ? i think you should sit down and carefully think out what you infer from other ' s argument before you keep come out with these ludicrous statement .	0
oh i understand plenty . what you want be a system where a person be hold responsible for crime that they do not commit . you want `` guilty by association `` extend to the point of ridiculousness where anybody who even meet the criminal even once can be hold as an accomplice .	1
so even though you can legally conceal carry right up to the gate of the national park , and you can legally hunt within the park , somehow concealed carry in the park will become more dangerous ?	0
no , of course not . instead , you call us `` liberal `` and then call liberal racist .	1
gun control be not on this list of crime contribute factor . however banning gun would leave the law - abide defenseless in the face of these criminal predator . why do not you work for change these condition instead of work for something that have no effect on reduce crime ( gun control ) . however , if you think you can prove gun control will work as crime control , then go for it ! maybe you can cower us with your overwhelming evidence .	1
i see . so what you be say be that you be unsure about evolution and wish to explore it . great . then start with one of those unreasonable and dumb argument and present it . why be you more reasonable and not so dumb ? it ' s easy to do what you have do . i can claim that invisible pink unicorn push the moon across the sky . i can claim that you be unreasonable and dumb because you disagree with me . but it be meaningless unless i be willing to show that i have a pair and can step up and show why i be right . do you have a pair ?	1
i know , chloe ' s misuse of the word strike again .	0
i think that case be in georgia ( a different state ) and so far as i know homosexuality be not involve . however if you want to worry about a legal case you need to look at dover pa . not the sticker case in cobb county .	0
in my reading of the declaration ( and use the 1 st . amendment as a filter ) it do not matter who or what the founder mean by `` creator . `` the conlusion be the same ; regardless . namely ; the fact that the founder consider our basic right to be inherrent .	0
so you be actually claim that it be a lie to say that the uk have a low gun crime rate than the us ? even if the police be miscount crime it ' s still a huge and unjustified leap in logic to conclude from that that the uk do not have a low gun crime rate .	0
well let me put it like this , i consider it your duty because if you do not protect yourself then you basically shift that responsibility to someone else . not only be this incredibly selfish , but 9 out of 10 time the ' protection business ' get outsource to the state . this in itself it dangerous because when people decide that a third party like the state ( which have no real accountability ) have control over their life it can all to easily lead to a situation where the state become tyrannical . more people have be kill by their own government than by any foreign government .	0
ditto square . if they support kill a perfectly healthy unborn child , they will argue that the reason state in the op be the main reason abortion be need and justify . and i must say that if 98 % of all abortion be perform for that reason , the public stance against them might not be so strong .	0
so you be a historian now ? yes , you be right - the civil war be fight to keep the union in tact . but , it be also a fact that abraham lincoln , the commander in chief of the union army , do not believe that the union could be preserve unless slavery be abolish . accord to who ? though it may not have be practice to its fullness , it in no way follow that all men be not create equal . someone who actually have knowledge about the civil war would certainly know that lincoln do not believe the union could be preserve unless slavery be abolish . and i do not expect you to . the reason you will not go into how all men be create equal during reconstruction be because you can not prove that all men be not create equal .	1
apparently , all them dinosaur be just too dumb to climb to high ground or swim ( despite the fact that animal be among the first to do so in disaster - example would be the tsunami in christmas 2004 ) all of this also avoid the fly reptile such as the pteranodons . also , apparently human be unique in that they be the only one whose corps bload and float to the water ' s surface . what garbage will they come up with next ?	0
be we talk about the same obama here ? the same one , who ' s head of the dhs , tell law enforcement to be on the lookout for anyone who disagree with the government ?	1
yes . ( and this be to add stuff to make the post stick . )	0
not know be not the same as claim magic .	0
uh , yeah , that be their intent ! under color of law no less . the truth always seem to be your bad enemy do not it ?	0
you mean like allow for , and funding , comprehensive sex education , birth control , and parenthood planning ? those thing alone would reduce the number of abortion significantly . however , we live in a nation that would fire a surgeon general for state that masturbation be healthy . we live in a nation that believe that sex be only of the penis - vaginal penetration variety . we live in a nation where most pregnancy be unplanned . we be so busy `` protect ' our child , that we do not realize that the best protection be information .	1
and a brain with no body keep on life support be only a brain . no person . if beg the question here . i deny that a level of intelligence be need to deserve right . i disagree that what you can do be a requirement . only what you be ( that be a human ) . still , i quote you as say `` a basic human fundamental right `` . i be not sure what this right be or where it come from or why it be fundamental or why it only apply to the human you think it should apply to . perhaps we should restrict it to only white folk again . after all , white folk be the only human with white skin which make them different from all other wildlife . right ?	1
not in matter of atheism . tell me , when science discovers something that seem to agree with the 150 year old writing of darwin , be the writing of darwin disregard ? or be that type of history trumpet to the mass ?	1
read what i actually write for a change yank .	1
actually he be , and he ' s post on this thread . it be a pity that you be unwilling to debate , but endeavour a smear campaign as you do on the science and math post . i would advise you read the above quote before talk again	1
talk about traitor , brady you be it . meanwhile on the other board you start previous to cut and run like the coward you obviously be , bryan post a challenge to you . if you choose to accept the challenge which i have money that you do not accept , ( so do not dissapoint me ) , be sure to read his guideline so you will not make strawman argument and red herring argument . i be bet you can not carry on a sustained debate without fall flat on your face	1
apart from the ' horizontally instead of vertically ' part which i do not understand - we be a hundred or so year too late , unfortunately . you might as well ask for an example of a book or website on cosmology that ' admits ' the sun may just be a big ball of fire push by a scarab beetle , and not a nuclear furnace about which the earth orbit . there come a point where continue to seriously ' consider ' a viewpoint become a waste of time and resource , because sufficient testing have be do and evidence recover to discount it . we may one day encounter evidence that completely overturn the whole applecart , but so far it have not happen .	0
object to the woman be require to remain pregnant when she do not want to be .	0
so the real victim here be that society will not be as you want it to be , and that ' s the real `` casualty `` here . wow !	1
a more precise term would be `` broaden , `` since nothing about the definition pertain to the people currently cover by it would be affect , `` dilute `` or alter in any way anyone have yet demonstrate . nothing about the definition that pertain to people who already be , or can be marry change one iota . their right , benefit , and protection remain exactly the same . the only `` change `` would be to other people , people who have no connection to , nor impact on , the marriage of anyone else : the gay who will marry if the legal definition be broaden to encompass them . and the only `` change `` in that regard will be the fact that they be encompass by it , nothing more . no substantive aspect of the definition as it currently stand change in the slightest . the change be not in the definition itself . it ' s in who it apply to .	0
again , it ' s not just ' evidence ' but ' evidence construct into a workable theory ' .	0
actually , not at all true . the organism of the cambrian look little like modern animal . it be only the major phylum that be recognize by the derived characteristic . for example , the cordates first arise in the early cambrian , along with primitive inverebrates . you can safely say that no animal live today look much like any living then . for example , there be no amphibian , no reptile , no insect , no bird , and of course , no mammal . your shotgun approach be not actually worth answer in any detail . it be not even your work .	0
you be apparently unwilling to extend your think process to the other side of the argument galileo , and by this i mean , and repeat that it be not criminal own hand gun which we defender of gun right be fight for . we agree that criminal shouldn ' t be arm , and the law already exist on the book to punish them when convict criminal be catch with gun . but your solution to disarm all honest citizen in the belief that this will make them unavailable to criminal also be ludicrous to the point of self destructive insanity . it be that premise which we be fight against through the nra and other lobbying effort .	1
oh , i get it … flashlight and i - pod have souls and consciousness .	1
i still have not hear an answer to this yet ?	1
that ' s because its sophistry . its an inherent contradiction and it simply mean we do not have the capacity to understand it . another more common example be that the assertion that the universe can not be endless , and yet as far as we know it be . try to understand it be for us human like an ant try to fathom the theory of relativity . damn be we ever conceited as a race . we seem to think that if we can not understand something , it can not be . we also tend to think , in every generation , that we have achieve somehow the pinnacle of progress .	0
be there some sort of a symbolic potent phallic aspect to hold a gun in one ' s hand ? be sarah palin be a manly sort when she shoot a wolf from a helicopter ?	1
oh no an open mind church that do not hate ? gasp ! and sorry but the bible have many interpretation as be clearly see in the wide and vast amount of differ denomination . just because their not close bind right wing bigot do not mean you can grill them cause their interpretation be different . 	1
oh yes , mr behe make a comfortable live out of sell to the ignorant . his new book be just a rehash of his old book , and have the very same flaw that have be destroy over and over again . as for your ' religious author ' be respect . they be respect perhaps by the fundamentalist that do not understand what science be about .	1
prop for what ? refuse to read your middle school biology textbook ?	1
just on my way out , saw this , and yes ! i have long believe that this be the heart of the matter , and have try to make this point with little success from time to time . i have never see a direct response to this . ever . even in thread where the discussion have carry on in detail on both side , this concept be totally ignore . there be a similar , brief hiatus lean towards this point in one of the thread over at iidb where creationist spammer afdave be rapidly lose his dignity and prove himself predictably ignorant in all field of science include the philosophy of same . it get really interest for a bit and the guy over there look to have actually get through to him for a bit , but then he predictably go into full gish gallop mode in order to bury his own cognitive dissonance underneath wave upon wave of standard aig / evofairytale strawman . just my two penny ; this be a fascinating psychological point that should be discuss .	0
